id,edicao,numero,enunciado,alternativas,area_conhecimento,area,subarea,gabarito,atributo_rag,ehQuestaoProblema,comp_decomposicao,comp_reconhecimento_padroes,comp_abstracao,comp_algoritmos,comp_generalizacao
2007-38,2007,38,"Dado o seguinte programa escrito em C:
```
#include <stdio.h>

int main(void)
{
   int n[] = {7, 8, 9};
   int *p;

   p = &n[0];
   p++;
   printf(""Valor: %d "", *p);
   (*p)++;
   printf(""Valor: %d\n"", *p);
}
```
Qual é a resposta que será impressa na tela:","['a) Valor: 7 Valor: 8', 'b) Valor: 7 Valor: 7', 'c) Valor: 8 Valor: 9', 'd) Valor: 7 Valor: 9', 'e) Valor: 9 Valor: 9']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,C,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,False,False,False,True,False
2007-41,2007,41,"Considere um banco de dados com as seguintes tabelas e campos:
$$
\begin{align*}
\begin{array}{l}
\textnormal{ALUNOS (nome-aluno, código-aluno, cidade, código-curso)} \\
\textnormal{CURSOS (nome-curso, código-curso, carga-horária)}
\end{array}
\end{align*}
$$
Assinale a alternativa que apresenta a forma mais otimizada de realizar a consulta
*“encontrar o nome dos alunos que pertencem ao curso Computação”*. (operações em ordem de execução)","['a) Junção de cursos com alunos, seleção de linhas em que nome-curso = “Computação”, projeção do resultado sobre nome-aluno.', 'b) Junção de cursos com alunos, pro jeção do resultado sobre nome-aluno, seleção de linhas em que nome-curso = “Computação”.', 'c) Seleção de linhas em cursos em que nome-curso = “Computação”, projeção do resultado sobre código-curso, junção com alunos, projeção do resultado sobre nome-aluno.', 'd) Seleção de linhas em cursos em que nome-curso = “Computação”, junção com alunos, pro jeção do resultado sobre nome-aluno.', 'e) Seleção de linhas em cursos em que nome-curso = “Computação”, projeção do resultado sobre nome-aluno.']",Tecnologia de Computação,Banco de Dados,Linguagens de Consulta,C,tecnologia de computacao - banco de dados - linguagens de consulta,True,True,False,True,True,False
2007-42,2007,42,"Considere o conteúdo do arquivo de *log* abaixo, em que um registro $\langle T_i, \text{start} \rangle$ indica o início da transação $T_i$, um registro $\langle T_i, \text{commit} \rangle$ indica o seu final, e $IA, IB, \ldots$ indicam os itens afetados pelas transações. Assim, no registro $\langle T_1, IA, 200, 500 \rangle$, temos respectivamente $T_1$ como um identificador de transação, $IA$ como o item afetado, 200 o seu valor antigo e 500 o seu novo valor. Os números sequenciais indicam o *timestamping* da ação.

1\. $\langle T_1, \text{start} \rangle$ \
2. $\langle T_1, IA, 200, 500 \rangle$ \
3. $\langle T_2, \text{start} \rangle$ \
4. $\langle T_2, IB, 400, 500 \rangle$ \
5. $\langle T_1, IC, 560, 340 \rangle$ \
6. $\langle T_2, ID, 659, 333 \rangle$ \
7. $\langle T_2, \text{commit} \rangle$ \
8. CHECKPOINT \
9. $\langle T_3, \text{start} \rangle$ \
10. $\langle T_1, IE, 2234, 344 \rangle$ \
11. $\langle T_3, IF, 445, 559 \rangle$ \
12. $\langle T_3, \text{commit} \rangle$ \
13. FALHA

Note que no tempo 8 ocorreu um *checkpoint* e que, no tempo 13, ocorreu uma falha de sistema (por exemplo, uma falta de energia). Considere que está sendo utilizada a técnica de atualização imediata do banco de dados, estratégia que também é conhecida como algoritmo UNDO/REDO.

Avalie as seguintes afirmativas.

I. A transação $T_1$ deverá ser refeita (REDO).\
II. A transação $T_1$ deverá ser desfeita (UNDO).\
III. A transação $T_2$ deverá ser refeita (REDO).\
IV. A transação $T_2$ deverá ser desfeita (UNDO).\
V. A transação $T_3$ deverá ser refeita (REDO).\
VI. A transação $T_3$ deverá ser desfeita (UNDO).\
IX. Não é preciso fazer nada com respeito à transação $T_3$.

Com base nessas afirmativas, assinale a alternativa que apresenta os três itens CORRETOS.","['a) VIII, V e II.', 'b) VII, IV e VI.', 'c) VIII, VI e I.', 'd) IX, III e I.', 'e) VII, VI e III.']",Tecnologia de Computação,Banco de Dados,"Sistemas de Gerenciamento de Bancos de Dados (SGBD): Arquitetura, Segurança, Integridade, Concorrência, Recuperação após Falha, Gerenciamento de Transações",A,"tecnologia de computacao - banco de dados - sistemas de gerenciamento de bancos de dados (sgbd): arquitetura, seguranca, integridade, concorrencia, recuperacao apos falha, gerenciamento de transacoes",True,True,False,True,True,False
2007-43,2007,43,"Considere que um Banco de Dados Distribuído siga o protocolo TWO-PHASED COM-MIT e que o nodo **X** tenha retornado uma resposta negativa na primeira fase, indicando que não pode realizar a operação que lhe cabe.\
Nesse caso, durante a segunda fase, o coordenador da transação deverá","['a) avisar o nodo **X** para completar a tarefa de qualquer forma porque os demais nodos participantes também deverão completar a transaçaõ.', 'b) avisar o nodo **X** para não completar a tarefa e avisar os demais nodos participantes para completarem a transação.', 'c) completar ele mesmo a tarefa que cabia ao nodo **X** e avisar aos demais nodos participantes para completarem a transação.', 'd) avisar a todos os nodos participantes para completarem a transação.', 'e) avisar a todos os nodos participantes para não completarem a transação.']",Tecnologia de Computação,Sistemas Distribuídos,"Compartilhamento de Informação: Controle de Concorrência, Transações Distribuídas",E,"tecnologia de computacao - sistemas distribuidos - compartilhamento de informacao: controle de concorrencia, transacoes distribuidas",True,False,False,False,True,False
2007-45,2007,45,"Considere a gramática regular abaixo onde $+_{i}$ e $x_{i}$ são operadores unários e $n,m > 0$
$$
\begin{array}{l}
A \rightarrow +_{1}B \mid +_{2}B \mid \ldots \mid +_{n}B \mid B \\
B \rightarrow x_{1}B \mid x_{2}B \mid \ldots \mid x_{m}B \mid \mathit{id}
\end{array}
$$
Nesse caso, é **CORRETO** afirmar que","['a) sua tabela SLR tem $2n + 2m + 4$ estados.', 'b) sua tabela SLR tem $2^n + 2^m + 4$ estados.', 'c) sua tabela SLR tem $2(n - 2)(m - 2)$ estados.', 'd) sua tabela SLR tem $2(n + 2)(m + 2)$ estados.', 'e) sua tabela SLR tem $2n + 2(m + 2)$ estados.']",Tecnologia de Computação,Compiladores,Análise Léxica e Sintática,ANULADA,tecnologia de computacao - compiladores - analise lexica e sintatica,True,True,True,True,False,False
2007-47,2007,47,"Considere a gramática *G* abaixo, em que $\epsilon$ representa o *string* nulo.
$$
\begin{array}{l}
S \rightarrow B \mid C \mid D \\
A \rightarrow \epsilon \\
B \rightarrow d \\
C \rightarrow Aac \mid bAc \\
D \rightarrow Bcd \mid bBa
\end{array}
$$
A esse respeito, analise as seguintes afirmativas.

I. *G* é SLR(1)\
II. *G* é LALR(1)\
III. *G* é LR(1)

A análise permite concluir que","['a) somente as afirmativas I e II são verdadeiras.', 'b) somente as afirmativas II e III são verdadeiras.', 'c) somente a afirmativa III é verdadeira.', 'd) todas as afirmativas são verdadeiras.', 'e) nenhuma afirmativa é verdadeira.']",Tecnologia de Computação,Compiladores,Compiladores e Interpretadores,D,tecnologia de computacao - compiladores - compiladores e interpretadores,True,True,True,True,False,False
2007-50,2007,50,"Seja o plano definido pelos pontos $A(10, 0, 0)$, $B (0, 10, 0)$ e $C (2, 2, 20)$. A pro jeção do ponto $D(20, 20, 10)$ sobre esse plano segundo a direção de projeção $U=(-5, -10, -15)$ é","['a) $(300/13, 40/13, -100/13)$', 'b) $(150/13, 80/13, -200/13)$', 'c) $(300/13, 80/13, -100/13)$', 'd) $(150/13, 40/13, -200/13)$', 'e) $(300/13, 80/13, -200/13)$']",Tecnologia de Computação,Computação Gráfica,Transformações de Projeção Paralela e Perspectiva,D,tecnologia de computacao - computacao grafica - transformacoes de projecao paralela e perspectiva,True,False,False,True,False,False
2008-02,2008,2,"Considere que as transações **T1 e T2** abaixo possam ocorrer simultaneamente.
```
T1:
Leitura(A);
A = A + 100;
Escrita(A);
Leitura(B);
B = B - 100;
Escrita(B);
```
```
T2:
Leitura(B);
Leitura(A);
Print (A+B);
```
Analise as seguintes situações.

I. A operação Leitura(A) de **T2** é executada após a operação Escrita(A) e antes da operação Leitura(B) de **T1**. Entretanto, a operação Escrita(B) de **T1** causa uma violação de integridade, e a transação T1 é abortada, sendo suas operações desfeitas.\
II. Após as operações da transação **T1** terem sido executadas, é enviada uma mensagem ao usuário informando que a transação foi completada com êxito. Entretanto, antes que os buffers relativos a **T1** sejam descarregados para o meio físico, ocorre uma falha, e os dados não são efetivamente gravados.\
As propriedades das transações que foram violadas nessas duas situações são, **respectivamente**,","['a) Atomicidade e Consistência.', 'b) Durabilidade e Atomicidade.', 'c) Atomicidade e Durabilidade.', 'd) Durabilidade e Isolamento.', 'e) Isolamento e Durabilidade.']",Tecnologia de Computação,Banco de Dados,"Sistemas de Gerenciamento de Bancos de Dados (SGBD): Arquitetura, Segurança, Integridade, Concorrência, Recuperação após Falha, Gerenciamento de Transações",E,"tecnologia de computacao - banco de dados - sistemas de gerenciamento de bancos de dados (sgbd): arquitetura, seguranca, integridade, concorrencia, recuperacao apos falha, gerenciamento de transacoes",True,False,True,True,False,False
2008-03,2008,3,"Considere as imagens $I_1$, dada por $I_1(i,j) = 9((i+j)\mod 2)$, e $I_2$, \, dada por $I_2(i,j) = 9((i+j)\mod 3)$, 
representadas nas tabelas abaixo para dimensões $ 5 \times 5 $:\
Imagem $ I_1 $:

| 0 | 9 | 0 | 9 | 0 |
|---|---|---|---|---|
| 9 | 0 | 9 | 0 | 9 |
| 0 | 9 | 0 | 9 | 0 |
| 9 | 0 | 9 | 0 | 9 |
| 0 | 9 | 0 | 9 | 0 |

Imagem $ I_2 $:

| 0 | 9 | 18 | 0 | 9 |
|---|---|---|---|---|
| 9 | 18 | 0 | 9 | 18 |
| 18 | 0 | 9 | 18 | 0 |
| 0 | 9 | 18 | 0 | 9 |
| 9 | 18 | 0 | 9 | 18 |

Dada a janela $ V(i,j) $ de dimensões $ 3 \times 3 $ centrada no pixel $ (i,j) $ de uma imagem $ I $, considere os filtros que atribuem a $ (i,j) $ o valor dado pela média e pela mediana dos valores de $ I $ em $ V(i,j) $.","['a) aplicando-se o filtro da média a $I_1$ , toda a imagem assume um mesmo valor.', 'b) aplicando-se o filtro da mediana a $I_2$ , toda a imagem assume o mesmo valor.', 'c) aplicando-se os filtros da média e da mediana à imagem $I_1$, obtém-se o mesmo resultado.', 'd) aplicando-se os filtros da média e da mediana à imagem $I_2$, não se obtém o mesmo resultado.', 'e) nenhuma das alternativas anteriores é correta.']",Tecnologia de Computação,Processamento de Imagens,Filtragem e Restauração,B,tecnologia de computacao - processamento de imagens - filtragem e restauracao,True,True,False,False,True,False
2008-13,2008,13,"Observe a seguinte gramática:
```
  DECL → IF | a
  IF → if ( EXP ) DECL ELSE
  ELSE → else DECL | \epsilon
  EXP → 1 | 0
```
Sendo `$` o símbolo que representa final de arquivo, é CORRETO afirmar que","['a) `FIRST(DECL) = {if, a}` e `FOLLOW(DECL) = {$}`', 'b) `FOLLOW(DECL) = FOLLOW(IF) = FOLLOW(ELSE) = {$, else}`', 'c) `FIRST(DECL) = FIRST (IF) = {if}`', 'd) `FIRST(ELSE) = {else}` e `FOLLOW(ELSE) = {$}`', 'e) `FIRST(EXP) = {0,1}` e `FOLLOW(EXP) = { ), $}`']",Tecnologia de Computação,Compiladores,Análise Léxica e Sintática,B,tecnologia de computacao - compiladores - analise lexica e sintatica,True,True,True,True,False,False
2008-15,2008,15,"Dada a seguinte função escrita na linguagem de programação C:
```
void _________(int xi, int yi, int xf, int yf, int cor)
{
  int x, y;
  float a;

  a = (yf - yi) / (xf - xi);
  for (x = xi; x <= xf; x++)
    {
    y = (yi + a * (x - xi));
    putpixel(x, y, cor);
  }
}
```
Considere que a função `putpixel` plota um pixel de cada vez na tela em modo gráfico, na posição (x, y) com a cor especificada. Essa função plota na tela do computador","['a) uma elipse.', 'b) um retângulo.', 'c) uma linha.', 'd) um círculo.', 'e) um triângulo.']",Tecnologia de Computação,Computação Gráfica,Visualização,C,tecnologia de computacao - computacao grafica - visualizacao,True,False,True,False,True,False
2008-34,2008,34,"O trecho de código em linguagem de montagem do MIPS64 a seguir faz a soma do conteúdo de dois vetores, armazenando o resultado em um terceiro vetor.
```
LOOP: ld R1, A(R5) ;; R1 = MEM[A+R5]

ld R2, B(R5) ;; R2 = MEM[B+r5]

dadd R3, R1, R2 ;; R3 = R1 + r2

sd R3, C(R5) ;; MEM[C+r5] = R3

daddi R5, R5, -8 ;; R5 = R5 -8

bnez R5, loop ;; IF R5 <> 0 THEn PC=LOOP

nop
```
Assinale a alternativa que indica quantas dependências diretas, antidependências e dependências de saída respectivamente, podem ser encontradas nesse trecho de código.","['a) 3, 1, 1', 'b) 4, 3, 0', 'c) 2, 2, 1', 'd) 1, 2, 3', 'e) Nenhuma das respostas anteriores.']",Fundamentos da Computação,Arquitetura e Organização de Computadores,Linguagens de Montagem,B,fundamentos da computacao - arquitetura e organizacao de computadores - linguagens de montagem,True,True,False,False,True,False
2008-36,2008,36,"Assuma que um programa tem um *profile* de execução onde 85% das instruções são simples (tais como AND, XOR, ADD e BRANCH) e os 15% restantes são instruções complexas (tais como MUL e DIV). Adicionalmente, considere que as instruções simples precisam de 2 ciclos de máquina e as complexas precisam de 12 ciclos em uma máquina CISC (cada ciclo = 10 ns). Em uma máquina RISC, as instruções simples serão executadas em 1 ciclo, enquanto que as instruções complexas deverão ser simuladas por software necessitando, em média, 20 ciclos por instrução. Devido a sua simplicidade, o tempo de ciclo em uma máquina RISC é de 8 ns. Considere também que o programa precisou de 100.000.000 instruções para ser completado. 

Qual o tempo gasto em segundos na execução desse programa, respectivamente, nas máquinas CISC e RISC?","['a) 1 e 0,8', 'b) 3,5 e 3,08', 'c) 10 e 12,8', 'd) 8,5 e 1,5', 'e) 14 e 16,8']",Fundamentos da Computação,Arquitetura e Organização de Computadores,Arquiteturas RISC e CISC,B,fundamentos da computacao - arquitetura e organizacao de computadores - arquiteturas risc e cisc,True,False,False,True,False,False
2008-44,2008,44,"Considere a seguinte gramática *G* , onde *S* é o símbolo inicial:
$$
\begin{array}{l}
S \rightarrow AcB \\
A \rightarrow cA \mid aB \\
B \rightarrow cB \mid aA \\
A \rightarrow \varepsilon
\end{array}
$$
Assinale a alternativa que apresenta a palavra que **NÃO** pertence à linguagem gerada pela gramática *G*.","['a) $ccca$', 'b) $aaca$', 'c) $aaaca$', 'd) $ccac$', 'e) $aaa$']",Fundamentos da Computação,"Linguagens Formais, Autômatos e Computabilidade","Linguagens Regulares, Livres-de-Contexto e Sensíveis-ao-Contexto",E,"fundamentos da computacao - linguagens formais, automatos e computabilidade - linguagens regulares, livres-de-contexto e sensiveis-ao-contexto",True,True,False,False,True,False
2008-59,2008,59,"O curso de Matemática de uma universidade tem 500 alunos. As disciplinas de Álgebra, Cálculo e Geometria têm 100, 120 e 80 alunos matriculados, respectivamente. O número de alunos matriculados em Álgebra e Geometria, mas não em Cálculo é 20. O número de alunos matriculados em Cálculo, mas não em Álgebra nem em Geometria é 55. \
Considere as seguintes afirmativas.

I. A probabilidade de um aluno da universidade estar matriculado em pelo menos uma dessas três disciplinas é menor que 50%. \
II. A probabilidade de um aluno matriculado em Cálculo estar também matriculado em Geometria é 25%. \
III. Nenhum aluno está matriculado simultaneamente nas três disciplinas. 

Com base na situação descrita, assinale a alternativa CORRETA.","['a) Apenas a afirmativa II é verdadeira.', 'b) Apenas a afirmativa III é verdadeira.', 'c) Apenas a afirmativa I é verdadeira.', 'd) Todas as afirmativas são verdadeiras.', 'e) Todas as afirmativas são falsas.']",Matemática,Probabilidade e Estatística,Probabilidades em Espaços Amostrais Discretos,D,matematica - probabilidade e estatistica - probabilidades em espacos amostrais discretos,True,True,False,True,False,False
2008-61,2008,61,"Uma empresa precisa instalar um servidor de modo a atender três outros computadores localizados nos pontos $A(0;1)$, $B(0;-1)$ e $C(3; 0)$. \
Em qual ponto $P$ o servidor deve ser instalado de modo a minimizar a soma das distâncias de $P$ a $A$, $B$ e $C$?","['a) $(\\frac{\\sqrt3}{3};0)$', 'b) $(0; 0)$', 'c) $(3; 0)$', 'd) $(\\frac{3}{2}; 0)$', 'e) $(\\frac{2\\sqrt3}{3};0)$']",Matemática,Geometria Analítica,"Posições Relativas, Interseções, Distâncias e Ângulos",A,"matematica - geometria analitica - posicoes relativas, intersecoes, distancias e angulos",True,False,False,True,False,False
2008-70,2008,70,"Considere que 14 cópias de uma mesma tarefa devem ser executadas paralelamente por agentes idênticos, organizados em dois sistemas multiagentes, SMA-A e SMA-B. O sistema SMA-A é formado por 16 agentes e o sistema SMA-B é formado por 32 agentes. Seja $C(m, p)$ a combinação de $m$ elementos $p$ a $p$. 

Assinale fórmula que representa a quantidade de maneiras diferentes de escolher os agentes, no caso em que pelo menos uma tarefa deve ser executada por algum agente do sistema SMA-B.","['a) $C(48,14) - C(16,14)$', 'b) $C(32,1) \\times C(47,13)$', 'c) $C(48,1) \\times C(16,13)$', 'd) $C(32,1) \\times C(48,13)$', 'e) $C(32,1) \\times C(48,1) - C(32,14)$']",Matemática,Análise Combinatória,Combinações,A,matematica - analise combinatoria - combinacoes,True,False,False,True,False,False
2009-15,2009,15,"Existem três suspeitos de invadir uma rede de computadores: André, Bruna e Carlos. Sabe-se que a invasão foi efetivamente cometida por um ou por mais de um deles, já que podem ter agido individualmente ou não. Sabe-se, ainda, que:

I. Se André é inocente, então Bruna é culpada. \
II. Ou Carlos é culpado ou Bruna é culpada, mas não os dois. \
III. Carlos não é inocente. 

Com base nestas considerações, conclui-se que:","['a) Somente André é inocente.', 'b) Somente Bruna é culpada.', 'c) Somente Carlos é culpado.', 'd) São culpados apenas Bruna e Carlos.', 'e) São culpados apenas André e Carlos.']",Matemática,Lógica Matemática,Lógica Proposicional e de Predicados,E,matematica - logica matematica - logica proposicional e de predicados,True,False,False,True,False,False
2009-20,2009,20,"Três empresas, X, Y e Z estão competindo por clientes, usando uma campanha de marketing. \
Como resultado dessa campanha, houve a seguinte mudança de clientes:
- 7% dos clientes de X trocam para Y
- 5% dos clientes de X trocam para Z
- 14% dos clientes de Y trocam para X
- 8% dos clientes de Y trocam para Z
- 3% dos clientes de Z trocam para X
- 5% dos clientes de Z trocam para Y

Se no início da campanha a distribuição de clientes era

- 39% para X
- 26% para Y
- 35% para Z

Que operação matricial pode ser usada para representar o cálculo da distribuição de clientes após o fim da campanha?","['a) $$\\begin{bmatrix}0,39 \\\\0,26 \\\\0,35\\end{bmatrix} \\times \\begin{bmatrix}0,12 & 0,14 & 0,03 \\\\0,07 & 0,22 & 0,05 \\\\0,05 & 0,08 & 0,08\\end{bmatrix}$$', 'b) $$\\begin{bmatrix}0,12 & 0,14 & 0,03 \\\\0,07 & 0,22 & 0,05 \\\\0,05 & 0,08 & 0,08\\end{bmatrix} \\times \\begin{bmatrix}0,39 \\\\0,26 \\\\0,35\\end{bmatrix}$$', 'c) $$\\begin{bmatrix}0,39 \\\\0,26 \\\\0,35\\end{bmatrix} \\times \\begin{bmatrix}0,88 & 0,14 & 0,03 \\\\0,07 & 0,78 & 0,05 \\\\0,05 & 0,08 & 0,92\\end{bmatrix}$$', 'd) $$\\begin{bmatrix}0,88 & 0,14 & 0,03 \\\\0,07 & 0,78 & 0,05 \\\\0,05 & 0,08 & 0,92\\end{bmatrix} \\times \\begin{bmatrix}0,39 \\\\0,26 \\\\0,35\\end{bmatrix}$$', 'e) Nenhuma das respostas anteriores.']",Matemática,Álgebra Linear,Transformações Lineares e Matrizes,D,matematica - algebra linear - transformacoes lineares e matrizes,True,False,False,True,False,False
2009-21,2009,21,"A sequência de Fibonacci é uma sequência de inteiros, cujo primeiro termo é 0, o segundo termo é 1, e a partir do terceiro, cada termo é igual à soma dos dois anteriores.
O seguinte algoritmo recursivo retorna o $n$-ésimo termo da sequência
```
Procedimento F(n)
    se n < 3 então retornar n-1
    senão retornar F(n-1) + F(n-2)
```
A chamada externa é `F(n)`, sendo $n > 0$. 

Assinale a alternativa CORRETA:","['a) O algoritmo não está correto, pois não retorna o $n$-ésimo termo da sequência.', 'b) O algoritmo é ótimo, no que diz respeito ao número de passos.', 'c) O número de passos efetuados pelo algoritmo é linear em $n$.', 'd) O número de passos efetuados pelo algoritmo é polinomial em $n$.', 'e) O número de passos efetuados pelo algoritmo é exponencial em $n$.']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Recursividade: Conceito e Implementação,E,fundamentos da computacao - algoritmos e estrutura de dados - recursividade: conceito e implementacao,True,True,True,True,True,False
2009-23,2009,23,"Considere o seguinte programa escrito em C:
```
#include<stdio.h>
#include<string.h>
int main (void)
{
   char texto[]= ""foi muito facil"";
   int i;

   for (i = 0; i < strlen(texto); i++)
   {
        if (texto[i] == ' ') break;
   }
   i++;

   for ( ; i < strlen(texto); i++)
   {
        printf(""%c"", texto[i]);
   }
    return 0;
}
```
O que será impresso quando o programa for executado?","['a) `foi muito facil`', 'b) `facil`', 'c) `muito facil`', 'd) `uito facil`', 'e) `acil`']",Fundamentos da Computação,Técnicas de Programação,Comandos de uma Linguagem de programação,C,fundamentos da computacao - tecnicas de programacao - comandos de uma linguagem de programacao,True,False,False,False,True,False
2009-26,2009,26,"Considere uma arquitetura de memória com as seguintes características:
- Memória logicamente particionada em segmentos paginados.
- Endereços virtuais de 32 bits: 8 para segmentos, 11 para páginas, o restante para o endereçamento na página.
- Endereços físicos de 20 bits e páginas de 8KB.

Caso o particionamento lógico fosse o de paginação pura, a relação entre o número de páginas virtuais e o número de frames seria equivalente a:","['a) 8192', 'b) 4096', 'c) 1024', 'd) 128', 'e) 32']",Fundamentos da Computação,Arquitetura e Organização de Computadores,Organização de Memória,B,fundamentos da computacao - arquitetura e organizacao de computadores - organizacao de memoria,True,False,False,True,False,False
2009-29,2009,29,"A função PASCAL-like abaixo deve implementar o algoritmo de busca binária num vetor de inteiros A, com N elementos, ordenado crescentemente, onde o argumento v é a chave de busca.
```
function buscabinaria (v:integer);
   var x, e, d : integer;
begin
   e :=1;
   d := N;
   repeat
      x := (e+d) div 2;
      if v < A[x]    then d := x-1
                     else e := x+1
   until ............
   if v=A[x]         then buscabinaria := x
                     else buscabinaria := N+1
end;
```
Para que isso ocorra, o trecho pontilhado no corpo da função deve ser substituído por:","['a) `(v=A[x]) or (e>d);`', 'b) `(v=A[x]) and (e>d);`', 'c) `(v=A[x]);`', 'd) `(e>d);`', 'e) `not ((v=A[x]) or (e>d));`']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Algoritmos para Pesquisa e Ordenação,A,fundamentos da computacao - algoritmos e estrutura de dados - algoritmos para pesquisa e ordenacao,True,False,False,False,True,False
2009-31,2009,31,"Considere uma tabela de espalhamento (tabela *hash*) de comprimento $m = 11$, que usa endereçamento aberto (*open addressing*), a técnica de tentativa linear (*linear probing*) para resolver colisões e com a função de dispersão (função *hash*) $h(k) = k \mod m$, onde $k$ é a chave a ser inserida. Considere as seguintes operações sobre essa tabela:

- Inserção das chaves 3, 14, 15, 92, 65, 35 (nesta ordem);
- Remoção da chave 15; e
- Inserção da chave 43.

Escolha a opção que representa esta tabela após estas operações:","['a) $ 65 - \\varnothing - 35 - 14 - \\varnothing - 92 - 3 - \\varnothing - \\varnothing - \\varnothing - 43 $', 'b) $ 43 - \\varnothing - 35 - 3 - 14 - 92 - \\varnothing - \\varnothing - \\varnothing - 65 $', 'c) $ 65 - \\varnothing - 35 - X - 14 - 92 - 3 - \\varnothing - \\varnothing - \\varnothing - 43 $', 'd) $ 65 - \\varnothing - 35 - 3 - 14 - 92 - \\varnothing - \\varnothing - \\varnothing - 43 $', 'e) $ 43 - \\varnothing - 35 - 3 - 14 - X - 92 - \\varnothing - \\varnothing - \\varnothing - 65 $']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Tabelas Hash,E,fundamentos da computacao - algoritmos e estrutura de dados - tabelas hash,True,False,False,False,True,False
2009-32,2009,32,"O que imprime o programa escrito em “C” abaixo?
```
int f (int a [], int n) {
   if (n <= 0) return 1;
   return a[n-1] * f (a, n-2) + 1;
}

int a [6] = { 0, 1, 2, 3, 4, 5};

#include <stdio.h>
int main() {
   printf (""%d\n"", f(a,6));
}
```","['a) 35', 'b) 36', 'c) 49', 'd) 79', 'e) 1957']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,B,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,True,False,False,True,False
2009-38,2009,38,"Após a execução do pedaço de programa a seguir, escrito na linguagem de montagem do 8086, que valores estarão em AL e BL?

```
; if 25=10 then VAR = 30
MOV AL, 25
MOV BL, 10
CMP AL, BL
JNZ rot1
MOV AL, 30
MOV VAR, AL
rot1:
...
...
VAR DB 0
```","['a) `AL=15 BL=10`', 'b) `AL=25 BL=10`', 'c) `AL=15 BL=30`', 'd) `AL=25 BL=30`', 'e) `AL=30 BL=10`']",Fundamentos da Computação,Arquitetura e Organização de Computadores,Linguagens de Montagem,B,fundamentos da computacao - arquitetura e organizacao de computadores - linguagens de montagem,True,False,False,False,True,False
2009-46,2009,46,"Qual o resultado do programa em Java a seguir:
```
public class Prova {
   static int v1;
   int v2;

   static { v1=1 ;}
   { v2 = 2; }

   void troca() {
      v1=v2 ;
   }

   public static void main(String[] args) {
      Prova a=new Prova();
      Prova b=new Prova();
      a.v2=5;
      a.troca();
      System.out.print(a.v1);
      System.out.print(a.v2);
      System.out.print(b.v1);
      System.out.print(b.v2);
    }
}
```","['a) 1522', 'b) 5512', 'c) 1512', 'd) 5552', 'e) Nenhuma das respostas anteriores.']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,D,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,False,False,False,True,False
2009-47,2009,47,"Seja o programa em Prolog a seguir:
```
pai(abel, bernardo).
pai(abel, bia).
mae(ana, bernardo).
mae(ana, bia).

parenteSimples(X,Y) :- pai(xX,Y).
parenteSimples(X,Y) :- mae(X,Y).

irmao(X,Y) :- parenteSimples(Z,X), parenteSimples(Z,Y),X \=Y.
```
Qual a resposta para a entrada:

```
irmao(X,Y).
```

Supondo que para cada resposta do programa é digitado “;” (ponto e vírgula).","['a) \n```\nX = bernardo,\nY = bia ;\nX = bia,\nY = bernardo ;\nfalse.\n```', 'b)\n```\nX = bernardo,\nY = bia ;\nX = bernardo,\nY = bia ;\nX = bia,\nY = bernardo ;\nX = bia,\nY = bernardo ;\nfalse.\n```', 'c) \n```\nX = bernardo,\nY = bia ;\nX = bia,\nY = bernardo ;\nX = bernardo,\nY = bia ;\nX = bia,\nY = bernardo ;\nfalse.\n```', 'd) \n```\nX = bernardo,\nY = bia ;\nfalse.\n```', 'e) Nenhuma das respostas anteriores.']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,C,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,True,False,False,True,False
2009-50,2009,50,"Dado o programa em Pascal a seguir, qual o valor impresso no final?

```
program project1;

var
   v1 : integer;
   v2 : integer;

procedure a;
var 
   v1 : integer;
begin
   v1 := 1;
   v2 := 2; 
end;

procedure b(var v1 : integer; v2:integer) ;
begin
   v1 := 3;
   v2 := 4;  
end;

begin
   v1:=5;
   v2:=6;
   a;
   b(v2,v1);
   writeln(vi,' ',v2);
end.
```","['a) 3 5', 'b) 4 3', 'c) 3 4', 'd) 5 6', 'e) 5 3']",Fundamentos da Computação,Linguagens de Programação,Paradigmas de Linguagens de Programação,E,fundamentos da computacao - linguagens de programacao - paradigmas de linguagens de programacao,True,False,False,False,True,False
