id,enunciado,av2_ehQuestaoProblema
2015-46,"Considere um cenário de um sistema operacional que implementa um sistema de arquivos com método de alocação de espaço em disco baseado na alocação encadeada, a exemplo do popular sistema de arquivos FAT ( file allocation table). Em um disco rígido com tamanho de setor igual a 512 bytes, criou-se uma partição e a formatou com esse sistema de arquivos usando 2048 bytes para o tamanho de blocos (clusters). Durante a escrita de dados em diferentes arquivos nessa partição, foi criado o arquivo ARQ.DAT que, após ter todos os seus dados armazenados, totalizou 1024 bytes de tamanho. Nesse cenário, o arquivo ARQ.DAT",TRUE
2018-39,"Considere os seguintes formalismos:\\
I. Autômatos finitos.\\
II. Autômatos finitos com uma pilha.\\
III. Autômatos finitos com duas pilhas.

Quais contêm SOMENTE os formalismos nos quais a variante não determinística reconhece o mesmo conjunto de linguagens que a respectiva versão determinística?",FALSE
2019-59,A realização da equalização do histograma de uma imagem resulta em obter:,FALSE
2006-25,"Dada uma lista linear de $n + 1$ elementos ordenados e alocados sequencialmente, qual é o número médio (número esperado) de elementos que devem ser movidos para que se faça uma inserção na lista, considerando-se igualmente prováveis as $n+1$ posições de inserção?",TRUE
2006-02,"Seja o sistema de equações lineares nas variáveis $x$, $y$ e $z$:
$$
\begin{align*}
& x + y - z = 1 \\
& 2x + 3y + az = 3 \\
& x + ay + 3z = 2
\end{align*}
$$
Assinale a alternativa com os valores de $a$ para os quais o sistema possui respectivamente:

(i) nenhuma solução, (ii) mais de uma solução, (iii) uma única solução.",FALSE
2023-04,"Nos jogos da Mega-Sena, são sorteados a cada concurso 6 números no intervalo de
1 a 60. Leva o prêmio quem acertar os 6 números sorteados. O apostador, ao fazer um jogo, pode optar por preencher um bilhete com 6, 7, 8 ou 9 números escolhidos. Se o apostador registra um bilhete com 8 números escolhidos, quantos bilhetes de 6 números ele faria com os mesmos 8 números escolhidos?",TRUE
2008-29,Assinale a afirmativa INCORRETA.,FALSE
2008-28,"Seja $G(V,E)$ um grafo tal que $|V| = n$ e $|E| = m$.

Analise as seguintes sentenças:

I. Se $G$ é acíclico com no máximo $n - 1$ arestas, então $G$ é uma árvore. \
II. Se $G$ é um ciclo, então $G$ tem $n$ árvores geradoras distintas. \
III. Se $G$ é conexo com no máximo $n - 1$ arestas, então $G$ é uma árvore. \
IV. Se $G$ é conexo e tem um ciclo, então para toda árvore geradora $T$ de $G$, $E(G) - E(T) = \emptyset $.

A análise permite concluir que",FALSE
2010-44,"Em relação a autômatos e linguagens, podemos afirmar:",FALSE
2005-60,"O termo imagem se refere a uma função bidimensional de intensidade de luz, denotada por $f(x, y)$, onde o valor ou amplitude de f nas coordenadas espaciais $(x, y)$ representa a intensidade (brilho) da imagem neste ponto. Para que uma imagem possa ser processada num computador, a função $f(x, y)$ deve ser discretizada tanto espacialmente quanto em amplitude. Estes dois processos recebem as seguintes denominações, respectivamente:",FALSE
2006-09,Assinale a proposição logicamente equivalente a $\neg (p \lor q) \lor (\neg p \land q)$,FALSE
2002-36,"Uma árvore binária é declarada em C como
```
typedef struct no *apontador;
struct no {
         int valor;
         apontador esq, dir;
          };
```
onde `esq` e `dir` representam ligações para os filhos esquerdo e direito de um nó da árvore, respectivamente. Qual das seguintes alternativas é uma implementação correta da operação que inverte as posições dos filhos esquerdo e direito de um nó `p` da árvore, onde `t` é um apontador auxiliar.",TRUE
2011-55,"Com relação ao processo tradicional de síntese de imagens em computação gráfica, relacione a 
coluna da esquerda com a coluna da direita.

|(I) Projeção Perspectiva|(A) Responsável pela remoção das linhas e superfícies ocultas.|
|-|-|
|(II) Volume de Visualização|(B) Define a porção visível da cena.|
|(III) Modelo de Gouraud|(C) Mapeia coordenadas num espaço tridimensional para um espaço bidimensional.|
|(IV) Algoritmo de Z-buffer|(D) Efetua interpolação linear das cores.|
|(V) Rasterização|(E) Encontra as coordenadas de pixel na tela.|

Assinale a alternativa que contém a associação correta.",FALSE
2024-45,"Sobre os tipos de dados básicos, assinale a alternativa correta.",FALSE
2018-44,"Considere um computador no qual o interpretador do nível 0 (hardware interpretando o microcódigo) gasta 20 nanosegundos ($20$x$10^{-9}$ segundos) por microinstrução, e o interpretador do nível 1 (microcódigo interpretando a linguagem de máquina convencional) necessita de 25 microinstruções para interpretar uma instrução de máquina convencional. Um programa teste, já em linguagem de máquina convencional, leva 50 segundos para executar.\
a) Quanto tempo levará o programa teste para executar se o tempo para executar uma microinstrução for aumentado para 30 nanosegundos?\
b) Quanto tempo levará o programa teste para executar se uma instrução de máquina convencional necessitar de somente 15 microinstruções para ser interpretada?",TRUE
2003-20,"A área do triângulo $ABC$ de vértices $A = (2, 2, 0)$, $B = (-1, 0, 2)$ e $C = (0, 4, 3)$ é igual a",FALSE
2023-23,"Considere o seguinte trecho de código:
```

for (i = 1; i <= n; i++) {
   for (j = 1; j <= m; j++) {
      // instruções O(1)
   }
}

```
Qual das seguintes afirmações é verdadeira sobre a complexidade assintótica desse trecho de código?",TRUE
2005-64,O DNS (*Domain Name System*) é um serviço de diretórios na Internet que:,FALSE
2016-61,"No contexto de processamento de imagens, um filtro do tipo passa-baixa produz o seguinte resultado:",FALSE
2007-28,"Considere o seguinte enunciado e as possibilidades de sua complementação.

A regra de inferência utilizada pela linguagem Prolog, denominada “regra de resolução”,

I. opera com fórmulas contendo apenas quantificadores existenciais. \
II. é capaz de reduzir fórmulas quantificadas à suas correspondentes formas clausais. \
III. opera sobre fórmulas em forma clausal pelo corte de literais de sinais opostos. \
IV. opera sobre fórmulas em forma clausal pelo corte de literais de mesmo sinal. \
V. produz deduções que evitam a construção de árvores de dedução lineares.

Completa(m) CORRETAMENTE o enunciado acima",FALSE
2015-35,"Em organização de arquivos e dados, um diretório é um arquivo mantido pelo sistema de arquivos, que contém uma lista de outros arquivos e, possivelmente, de outros diretórios. Em sistemas de diretório que suportam",FALSE
2010-21,"Um estudante de computação precisa resolver um problema bastante importante, que é executar as operações que estão descritas abaixo, cuja estrutura é uma pilha. Tão logo ele retire algum elemento desta pilha, estes deverão ser inseridos em uma fila, cuja entrada é pela esquerda e a saída, pela direita. 

Assinale a alternativa que contém a sequência correta de entrada dos elementos na fila.
```
PUSH P
PUSH E
PUSH R
PUSH T
PUSH O
POP
POP
PUSH S
PUSH O
PUSH L
POP
POP
POP
```",TRUE
2018-41,"Abaixo são apresentadas duas linguagens formais sobre o alfabeto {a,b,c}:\
L1 = { $a^nb^n | n>1$ }\
L2 = { $b^na^pc^q | n \geq 0, p \geq 0, q \geq 0 $}\
Considere as seguintes afirmações:\
I. L1 é uma linguagem regular.\
II. L2 é uma linguagem regular.\
III. L2 é uma linguagem livre de contexto.

Quais estão corretas?",FALSE
2018-06,"Determine os valores de a e b para que a função abaixo seja contínua em todo o seu domínio:
$$
f(x) = 
\begin{cases}
-3.sen(x) & \text{se } x <-\dfrac{\pi}{2} \\
a.sen(x) + b, & \text{se } -\dfrac{\pi}{2} \leq x \leq \dfrac{\pi}{2} \\
cos(x), & \text{se } x > \dfrac{\pi}{2}
\end{cases}
$$",TRUE
2023-11,"Calcule o vetor diretor da interseção dos seguintes planos:
$$
x + 2y + z = 3

2x - y +3z = 4$$",FALSE
2006-30,"Seja $P$ o problema de ordenar, usando comparação, $n \geq 1$ elementos e $\mathcal{C}$ a classe dos algoritmos que resolvem $P$. O limitante inferior de $\mathcal{C}$ é:",TRUE
2015-11,Uma expressão booleana equivalente à expressão $( x \lor y )\to z$ é dada por:,FALSE
2015-64,"Um dos objetivos do projeto de um Sistema Distribuído é fornecer transparência, ocultando aspectos distribuídos dos usuários do sistema. Um sistema transparente proporciona um ambiente em que os seus componentes apresentam-se logicamente centralizados, mesmo fisicamente separados. Entre os vários tipos de transparência que os sistemas distribuídos podem fornecer, o ocultamento do fato de que há várias cópias de um recurso disponíveis no sistema é conhecido como",FALSE
2022-33,"Sobre os testes de condições em linguagem de programação, é correto afirmar que:",FALSE
2014-67,"A comunicação entre processos de sistemas distribuídos não pode ser por memória compartilhada, somente por trocas de mensagens de baixo nível. Por esse motivo, foram desenvolvidas várias técnicas que permitem expressar a comunicação de formas intermediárias, entre elas a chamada de procedimento remoto (RPC).

Em relação à RPC, atribua V (verdadeiro) ou F (falso) às afirmativas a seguir.

( ) A *Interface Definition Language* (IDL) é utilizada para declarar e definir os algoritmos e suas variáveis, que estão disponíveis em um servidor para os clientes poderem utilizar.\
( ) Máquinas baseadas em processadores *little endian* não podem realizar RPC com máquinas baseadas em processadores big endian.\
( ) O procedimento mínimo de execução de uma RPC envolve o envio dos parâmetros de chamada e das instruções de máquina a serem executadas.\
( ) É uma técnica para permitir a comunicação entre dois processos localizados em máquinas distintas, ao mesmo tempo que esconde do programador a troca de mensagens.\
( ) Parâmetros passados como valor devem ser copiados e, quando muito, codificados. Já a passagem de parâmetros por referência não tem uma solução geral, precisam ser tratados caso a caso.

Assinale a alternativa que contém, de cima para baixo, a sequência correta.",FALSE
2019-09,"Simplifique, com a ajuda dos Mapas de Karnaugh, a função cuja expressão em termos canônicos é: $f(x, y, z) = \Sigma m(2,3,4,5,6,7)$",FALSE
2009-07,"Em um cabo de fibra ótica a quantidade de informação $I$ que passa por ele durante a hora $h$, é aproximada pela função
$$
I(h) = 50 - 10 sin{\frac{h\pi}{12}}
$$
Calcule o horário de pico de tráfego de informação no período de 9h às 21h.",TRUE
2022-67,"Uma transação entra em um estado de falha quando o sistema determina que ela já
não pode prosseguir a sua execução normal. A transação deve ser desfeita e, entra, então, em estado abortado. Nesse momento, o sistema tem duas opções:",FALSE
2024-29,Qual dos seguintes métodos permite a transferência de dados entre um dispositivo de entrada e saída e a memória principal sem o intermédio da CPU?,FALSE
2012-02,"Seja o espaço vetorial $V = \mathbb{R}^2$. \
Com relação a esse espaço, assinale a alternativa correta.",FALSE
2007-59,"Analise o seguinte conjunto de afirmativas caracterizando agentes computacionais e os ambientes em que operam.

I. Um agente reflexivo que não dispõe de modelo de seu ambiente seleciona a próxima ação que vai executar tendo por base apenas as suas percepções atuais. \
II. Um agente capaz de planejar sequências futuras de ações não pode e não deve ter representações explícitas de seus objetivos. \
III. Um ambiente determinístico é aquele que permite a um agente, que se encontra sozinho no ambiente, saber o resultado de uma ação realizada a partir do conhecimento do estado do ambiente no momento em que a ação foi realizada e das características da ação que o agente realizou. \
IV. Um ambiente parcialmente observável é aquele que só permite a um agente conhecer completamente o estado atual do ambiente se o agente estiver sozinho no ambiente. \
V. Uma função de utilidade é uma função que ajuda um agente a distinguir quais percepções atuais são mais importantes para a realização dos objetivos do agente.

A esse respeito, pode-se concluir que estão CORRETAS",FALSE
2024-23,"Assinale a alternativa que apresenta a complexidade de tempo da busca em uma tabela hash, considerando a complexidade média e do pior caso, respectivamente.",FALSE
2009-23,"Considere o seguinte programa escrito em C:
```
#include<stdio.h>
#include<string.h>
int main (void)
{
   char texto[]= ""foi muito facil"";
   int i;

   for (i = 0; i < strlen(texto); i++)
   {
        if (texto[i] == ' ') break;
   }
   i++;

   for ( ; i < strlen(texto); i++)
   {
        printf(""%c"", texto[i]);
   }
    return 0;
}
```
O que será impresso quando o programa for executado?",TRUE
2011-01,"Considere a matriz a seguir.
$$
 A = \begin{bmatrix}
2 & 4 & 2 \\
1 & 5 & 2 \\
4 & -1 & 9
\end{bmatrix} 
$$
No método da eliminação de Gauss, foram efetuados os seguintes passos para se obter uma matriz na forma degrau:

I. Subtraiu-se a metade da primeira linha da segunda.\
II. Subtraiu-se o dobro da primeira linha da terceira.\
III. Adicionou-se o triplo da segunda linha à terceira.

Em termos matriciais, o processo descrito corresponde a:",FALSE
2010-12,"A definição do Teorema Binomial de Newton é
$$
(x + y)^n = \sum_{i=0}^n \binom{n}{i}x^{n-i}y^i.
$$
Assim, dado o seguinte somatório
$$
S_n = \sum_{i=1}^n \binom{n}{i},
$$
Assim, dado o seguinte somatório qual o valor de $S_n$ ?",FALSE
2016-38,"Assinale a alternativa correta a respeito do algoritmo em Java a seguir.

```

Set<Integer> numeros = new TreeSet<Integer>();
Random rand = new Random();
while (numeros.size() < 20){
    numeros.add(rand.nextInt(101));
}
System.out.println(""Números: "" + numeros);

```",TRUE
2005-61,"Qual a capacidade máxima segundo o Teorema de Nyquist de um canal de 2 MHz sem ruído, se sinais de 8 (oito) níveis são transmitidos?",FALSE
2002-65,Na criptografia com chave pública:,FALSE
2010-54,"Assinale a alternativa que indica a função de transformação $T(r)$ utilizada para se obter a imagem negativa de uma imagem monocromática, em que os *pixels* podem assumir valores no intervalo entre $0$ e $L-1$ e em que $r$ representa o valor do pixel na imagem original.",FALSE
2018-64,"Quando um processo na máquina A chama um procedimento na máquina B, o processo chamador em A é suspenso, e a execução do procedimento chamado ocorre em B.
Informações podem ser transportadas do chamador para quem foi chamado nos parâmetros e podem voltar no resultado do procedimento. Absolutamente nada da troca de mensagens é visível para o programador. Esse método é conhecido como:",FALSE
2010-04,"Entre os cinco pontos dados a seguir, três estão alinhados. Quais são eles? 

Dados: $A = (1, 6)$, $B = (3, 4)$, $C = (2, 4)$, $D = (3, 2)$ e $E = (0, \frac{15}{2})$",FALSE
2011-50,"Seja $G$ um grafo conexo com $n$ vértices. Considere duas rotulações dos vértices de $G$ obtidas por duas buscas em $G$, uma em largura, $l()$, e outra em profundidade, $p()$, ambas iniciadas no vértice $v$. Em cada rotulação, os vértices receberam um número de 1 a $n$, o qual representa a ordem em que foram alcançados na busca em questão. Assim, $l(v) = p(v) = 1$; enquanto $l(x) > 1$ e $p(x) > 1$ para todo vértice $x$ diferente de $v$. Considere dois vértices $u$ e $w$ de $G$ e denote por $d(u, w)$ a distância em $G$ de $u$ até $w$. 

Com base nesses dados, assinale a alternativa correta.",TRUE
2010-53,"Considere um objeto em 3D ancorado no seu centro de massa $p = (x_c , y_c , z_c )$. Qual a transformação necessária para rotacioná-lo em $\Theta$ graus, contra relógio, ao redor do eixo $x$, sem alterar a sua posição no espaço? Assuma que a matriz $T$ realiza translações, a matriz $R_x$ realiza rotações de $\Theta$ graus ao redor do eixo $x$, contra relógio.",TRUE
2011-66,"A conversão de imagens de RGB para tons de cinza pode ser realizada através da média dos componentes de cores. No entanto, esta conversão produz uma escala de brilho na qual a percepção não é equivalente ao brilho na imagem colorida. 

A forma adequada de calcular a luminância $Y$ é dada pela equação:",FALSE
2007-62,"Um sistema de codificação e compressão de imagens consiste de dois blocos, que são: o _codificador_ e o _decodificador_. Entre as diversas técnicas de codificação, a mais popular é o _código de Huffman_. Considere a tabela abaixo, em que é apresentado o código resultante num processo de codificação.
| Probabilidade | Código   |
|--------------|----------|
| 0,35         | 1        |
| 0,25         | 01       |
| 0,2          | 010      |
| 0,1          | 0101     |
| 0,05         | 01011    |
| 0,03         | 010110   |
| 0,01         | 0101100  |

Nesse caso, o comprimento médio do código obtido foi de:",TRUE
2022-50,"Ao processar um arquivo mapeado em memória, a leitura de dados do arquivo em disco para a memória principal ocorre como resultado de uma:",FALSE
2007-47,"Considere a gramática *G* abaixo, em que $\epsilon$ representa o *string* nulo.
$$
\begin{array}{l}
S \rightarrow B \mid C \mid D \\
A \rightarrow \epsilon \\
B \rightarrow d \\
C \rightarrow Aac \mid bAc \\
D \rightarrow Bcd \mid bBa
\end{array}
$$
A esse respeito, analise as seguintes afirmativas.

I. *G* é SLR(1)\
II. *G* é LALR(1)\
III. *G* é LR(1)

A análise permite concluir que",FALSE
2015-63,"Em um texto fonte de linguagem de programação, o compilador realiza a identificação da função gramatical das palavras, a verificação da estrutura gramatical dos comandos e dos seus significados. Os componentes arquiteturais de um compilador que realizam essas atividades são, respectivamente,",FALSE
2003-27,"Uma gramática G é definida por:
$$
G = (\{x, y, z\}, \{S, W, X, Y, Z\}, P, S)
$$
na qual os membros de $P$ são:
$$
\begin{align*}
& S \rightarrow WZ \\
& W \rightarrow X \mid Y \\
& X \rightarrow x \mid xX \\
& Y \rightarrow y \mid yY \\
& Z \rightarrow z \mid zZ \\
\end{align*}
$$
Qual das expressões regulares abaixo corresponde a esta gramática?",FALSE
