id,enunciado
2007-42,"Considere o conteúdo do arquivo de *log* abaixo, em que um registro $\langle T_i, \text{start} \rangle$ indica o início da transação $T_i$, um registro $\langle T_i, \text{commit} \rangle$ indica o seu final, e $IA, IB, \ldots$ indicam os itens afetados pelas transações. Assim, no registro $\langle T_1, IA, 200, 500 \rangle$, temos respectivamente $T_1$ como um identificador de transação, $IA$ como o item afetado, 200 o seu valor antigo e 500 o seu novo valor. Os números sequenciais indicam o *timestamping* da ação.

1\. $\langle T_1, \text{start} \rangle$ \
2. $\langle T_1, IA, 200, 500 \rangle$ \
3. $\langle T_2, \text{start} \rangle$ \
4. $\langle T_2, IB, 400, 500 \rangle$ \
5. $\langle T_1, IC, 560, 340 \rangle$ \
6. $\langle T_2, ID, 659, 333 \rangle$ \
7. $\langle T_2, \text{commit} \rangle$ \
8. CHECKPOINT \
9. $\langle T_3, \text{start} \rangle$ \
10. $\langle T_1, IE, 2234, 344 \rangle$ \
11. $\langle T_3, IF, 445, 559 \rangle$ \
12. $\langle T_3, \text{commit} \rangle$ \
13. FALHA

Note que no tempo 8 ocorreu um *checkpoint* e que, no tempo 13, ocorreu uma falha de sistema (por exemplo, uma falta de energia). Considere que está sendo utilizada a técnica de atualização imediata do banco de dados, estratégia que também é conhecida como algoritmo UNDO/REDO.

Avalie as seguintes afirmativas.

I. A transação $T_1$ deverá ser refeita (REDO).\
II. A transação $T_1$ deverá ser desfeita (UNDO).\
III. A transação $T_2$ deverá ser refeita (REDO).\
IV. A transação $T_2$ deverá ser desfeita (UNDO).\
V. A transação $T_3$ deverá ser refeita (REDO).\
VI. A transação $T_3$ deverá ser desfeita (UNDO).\
IX. Não é preciso fazer nada com respeito à transação $T_3$.

Com base nessas afirmativas, assinale a alternativa que apresenta os três itens CORRETOS."
2007-43,"Considere que um Banco de Dados Distribuído siga o protocolo TWO-PHASED COM-MIT e que o nodo **X** tenha retornado uma resposta negativa na primeira fase, indicando que não pode realizar a operação que lhe cabe.\
Nesse caso, durante a segunda fase, o coordenador da transação deverá"
2007-45,"Considere a gramática regular abaixo onde $+_{i}$ e $x_{i}$ são operadores unários e $n,m > 0$
$$
\begin{array}{l}
A \rightarrow +_{1}B \mid +_{2}B \mid \ldots \mid +_{n}B \mid B \\
B \rightarrow x_{1}B \mid x_{2}B \mid \ldots \mid x_{m}B \mid \mathit{id}
\end{array}
$$
Nesse caso, é **CORRETO** afirmar que"
2007-47,"Considere a gramática *G* abaixo, em que $\epsilon$ representa o *string* nulo.
$$
\begin{array}{l}
S \rightarrow B \mid C \mid D \\
A \rightarrow \epsilon \\
B \rightarrow d \\
C \rightarrow Aac \mid bAc \\
D \rightarrow Bcd \mid bBa
\end{array}
$$
A esse respeito, analise as seguintes afirmativas.

I. *G* é SLR(1)\
II. *G* é LALR(1)\
III. *G* é LR(1)

A análise permite concluir que"
2007-50,"Seja o plano definido pelos pontos $A(10, 0, 0)$, $B (0, 10, 0)$ e $C (2, 2, 20)$. A pro jeção do ponto $D(20, 20, 10)$ sobre esse plano segundo a direção de projeção $U=(-5, -10, -15)$ é"
2008-02,"Considere que as transações **T1 e T2** abaixo possam ocorrer simultaneamente.
```
T1:
Leitura(A);
A = A + 100;
Escrita(A);
Leitura(B);
B = B - 100;
Escrita(B);
```
```
T2:
Leitura(B);
Leitura(A);
Print (A+B);
```
Analise as seguintes situações.

I. A operação Leitura(A) de **T2** é executada após a operação Escrita(A) e antes da operação Leitura(B) de **T1**. Entretanto, a operação Escrita(B) de **T1** causa uma violação de integridade, e a transação T1 é abortada, sendo suas operações desfeitas.\
II. Após as operações da transação **T1** terem sido executadas, é enviada uma mensagem ao usuário informando que a transação foi completada com êxito. Entretanto, antes que os buffers relativos a **T1** sejam descarregados para o meio físico, ocorre uma falha, e os dados não são efetivamente gravados.\
As propriedades das transações que foram violadas nessas duas situações são, **respectivamente**,"
2008-03,"Considere as imagens $I_1$, dada por $I_1(i,j) = 9((i+j)\mod 2)$, e $I_2$, \, dada por $I_2(i,j) = 9((i+j)\mod 3)$, 
representadas nas tabelas abaixo para dimensões $ 5 \times 5 $:\
Imagem $ I_1 $:

| 0 | 9 | 0 | 9 | 0 |
|---|---|---|---|---|
| 9 | 0 | 9 | 0 | 9 |
| 0 | 9 | 0 | 9 | 0 |
| 9 | 0 | 9 | 0 | 9 |
| 0 | 9 | 0 | 9 | 0 |

Imagem $ I_2 $:

| 0 | 9 | 18 | 0 | 9 |
|---|---|---|---|---|
| 9 | 18 | 0 | 9 | 18 |
| 18 | 0 | 9 | 18 | 0 |
| 0 | 9 | 18 | 0 | 9 |
| 9 | 18 | 0 | 9 | 18 |

Dada a janela $ V(i,j) $ de dimensões $ 3 \times 3 $ centrada no pixel $ (i,j) $ de uma imagem $ I $, considere os filtros que atribuem a $ (i,j) $ o valor dado pela média e pela mediana dos valores de $ I $ em $ V(i,j) $."
2008-13,"Observe a seguinte gramática:
```
  DECL → IF | a
  IF → if ( EXP ) DECL ELSE
  ELSE → else DECL | \epsilon
  EXP → 1 | 0
```
Sendo `$` o símbolo que representa final de arquivo, é CORRETO afirmar que"
2008-15,"Dada a seguinte função escrita na linguagem de programação C:
```
void _________(int xi, int yi, int xf, int yf, int cor)
{
  int x, y;
  float a;

  a = (yf - yi) / (xf - xi);
  for (x = xi; x <= xf; x++)
    {
    y = (yi + a * (x - xi));
    putpixel(x, y, cor);
  }
}
```
Considere que a função `putpixel` plota um pixel de cada vez na tela em modo gráfico, na posição (x, y) com a cor especificada. Essa função plota na tela do computador"
2008-34,"O trecho de código em linguagem de montagem do MIPS64 a seguir faz a soma do conteúdo de dois vetores, armazenando o resultado em um terceiro vetor.
```
LOOP: ld R1, A(R5) ;; R1 = MEM[A+R5]

ld R2, B(R5) ;; R2 = MEM[B+r5]

dadd R3, R1, R2 ;; R3 = R1 + r2

sd R3, C(R5) ;; MEM[C+r5] = R3

daddi R5, R5, -8 ;; R5 = R5 -8

bnez R5, loop ;; IF R5 <> 0 THEn PC=LOOP

nop
```
Assinale a alternativa que indica quantas dependências diretas, antidependências e dependências de saída respectivamente, podem ser encontradas nesse trecho de código."
2008-36,"Assuma que um programa tem um *profile* de execução onde 85% das instruções são simples (tais como AND, XOR, ADD e BRANCH) e os 15% restantes são instruções complexas (tais como MUL e DIV). Adicionalmente, considere que as instruções simples precisam de 2 ciclos de máquina e as complexas precisam de 12 ciclos em uma máquina CISC (cada ciclo = 10 ns). Em uma máquina RISC, as instruções simples serão executadas em 1 ciclo, enquanto que as instruções complexas deverão ser simuladas por software necessitando, em média, 20 ciclos por instrução. Devido a sua simplicidade, o tempo de ciclo em uma máquina RISC é de 8 ns. Considere também que o programa precisou de 100.000.000 instruções para ser completado. 

Qual o tempo gasto em segundos na execução desse programa, respectivamente, nas máquinas CISC e RISC?"
2008-44,"Considere a seguinte gramática *G* , onde *S* é o símbolo inicial:
$$
\begin{array}{l}
S \rightarrow AcB \\
A \rightarrow cA \mid aB \\
B \rightarrow cB \mid aA \\
A \rightarrow \varepsilon
\end{array}
$$
Assinale a alternativa que apresenta a palavra que **NÃO** pertence à linguagem gerada pela gramática *G*."
2008-51,"Considere o seguinte termo do cálculo-lambda:
$$
M = (\lambda x . \lambda y . x ) ( \lambda u .\lambda z .u )
$$
Considerando a forma normal que resulta da redução completa do termo M , assinale a alternativa **CORRETA**."
2008-59,"O curso de Matemática de uma universidade tem 500 alunos. As disciplinas de Álgebra, Cálculo e Geometria têm 100, 120 e 80 alunos matriculados, respectivamente. O número de alunos matriculados em Álgebra e Geometria, mas não em Cálculo é 20. O número de alunos matriculados em Cálculo, mas não em Álgebra nem em Geometria é 55. \
Considere as seguintes afirmativas.

I. A probabilidade de um aluno da universidade estar matriculado em pelo menos uma dessas três disciplinas é menor que 50%. \
II. A probabilidade de um aluno matriculado em Cálculo estar também matriculado em Geometria é 25%. \
III. Nenhum aluno está matriculado simultaneamente nas três disciplinas. 

Com base na situação descrita, assinale a alternativa CORRETA."
2008-61,"Uma empresa precisa instalar um servidor de modo a atender três outros computadores localizados nos pontos $A(0;1)$, $B(0;-1)$ e $C(3; 0)$. \
Em qual ponto $P$ o servidor deve ser instalado de modo a minimizar a soma das distâncias de $P$ a $A$, $B$ e $C$?"
2008-70,"Considere que 14 cópias de uma mesma tarefa devem ser executadas paralelamente por agentes idênticos, organizados em dois sistemas multiagentes, SMA-A e SMA-B. O sistema SMA-A é formado por 16 agentes e o sistema SMA-B é formado por 32 agentes. Seja $C(m, p)$ a combinação de $m$ elementos $p$ a $p$. 

Assinale fórmula que representa a quantidade de maneiras diferentes de escolher os agentes, no caso em que pelo menos uma tarefa deve ser executada por algum agente do sistema SMA-B."
2009-15,"Existem três suspeitos de invadir uma rede de computadores: André, Bruna e Carlos. Sabe-se que a invasão foi efetivamente cometida por um ou por mais de um deles, já que podem ter agido individualmente ou não. Sabe-se, ainda, que:

I. Se André é inocente, então Bruna é culpada. \
II. Ou Carlos é culpado ou Bruna é culpada, mas não os dois. \
III. Carlos não é inocente. 

Com base nestas considerações, conclui-se que:"
2009-20,"Três empresas, X, Y e Z estão competindo por clientes, usando uma campanha de marketing. \
Como resultado dessa campanha, houve a seguinte mudança de clientes:
- 7% dos clientes de X trocam para Y
- 5% dos clientes de X trocam para Z
- 14% dos clientes de Y trocam para X
- 8% dos clientes de Y trocam para Z
- 3% dos clientes de Z trocam para X
- 5% dos clientes de Z trocam para Y

Se no início da campanha a distribuição de clientes era

- 39% para X
- 26% para Y
- 35% para Z

Que operação matricial pode ser usada para representar o cálculo da distribuição de clientes após o fim da campanha?"
2009-21,"A sequência de Fibonacci é uma sequência de inteiros, cujo primeiro termo é 0, o segundo termo é 1, e a partir do terceiro, cada termo é igual à soma dos dois anteriores.
O seguinte algoritmo recursivo retorna o $n$-ésimo termo da sequência
```
Procedimento F(n)
    se n < 3 então retornar n-1
    senão retornar F(n-1) + F(n-2)
```
A chamada externa é `F(n)`, sendo $n > 0$. 

Assinale a alternativa CORRETA:"
2009-23,"Considere o seguinte programa escrito em C:
```
#include<stdio.h>
#include<string.h>
int main (void)
{
   char texto[]= ""foi muito facil"";
   int i;

   for (i = 0; i < strlen(texto); i++)
   {
        if (texto[i] == ' ') break;
   }
   i++;

   for ( ; i < strlen(texto); i++)
   {
        printf(""%c"", texto[i]);
   }
    return 0;
}
```
O que será impresso quando o programa for executado?"
2009-26,"Considere uma arquitetura de memória com as seguintes características:
- Memória logicamente particionada em segmentos paginados.
- Endereços virtuais de 32 bits: 8 para segmentos, 11 para páginas, o restante para o endereçamento na página.
- Endereços físicos de 20 bits e páginas de 8KB.

Caso o particionamento lógico fosse o de paginação pura, a relação entre o número de páginas virtuais e o número de frames seria equivalente a:"
2009-29,"A função PASCAL-like abaixo deve implementar o algoritmo de busca binária num vetor de inteiros A, com N elementos, ordenado crescentemente, onde o argumento v é a chave de busca.
```
function buscabinaria (v:integer);
   var x, e, d : integer;
begin
   e :=1;
   d := N;
   repeat
      x := (e+d) div 2;
      if v < A[x]    then d := x-1
                     else e := x+1
   until ............
   if v=A[x]         then buscabinaria := x
                     else buscabinaria := N+1
end;
```
Para que isso ocorra, o trecho pontilhado no corpo da função deve ser substituído por:"
2009-31,"Considere uma tabela de espalhamento (tabela *hash*) de comprimento $m = 11$, que usa endereçamento aberto (*open addressing*), a técnica de tentativa linear (*linear probing*) para resolver colisões e com a função de dispersão (função *hash*) $h(k) = k \mod m$, onde $k$ é a chave a ser inserida. Considere as seguintes operações sobre essa tabela:

- Inserção das chaves 3, 14, 15, 92, 65, 35 (nesta ordem);
- Remoção da chave 15; e
- Inserção da chave 43.

Escolha a opção que representa esta tabela após estas operações:"
2009-32,"O que imprime o programa escrito em “C” abaixo?
```
int f (int a [], int n) {
   if (n <= 0) return 1;
   return a[n-1] * f (a, n-2) + 1;
}

int a [6] = { 0, 1, 2, 3, 4, 5};

#include <stdio.h>
int main() {
   printf (""%d\n"", f(a,6));
}
```"
2009-38,"Após a execução do pedaço de programa a seguir, escrito na linguagem de montagem do 8086, que valores estarão em AL e BL?

```
; if 25=10 then VAR = 30
MOV AL, 25
MOV BL, 10
CMP AL, BL
JNZ rot1
MOV AL, 30
MOV VAR, AL
rot1:
...
...
VAR DB 0
```"
2009-46,"Qual o resultado do programa em Java a seguir:
```
public class Prova {
   static int v1;
   int v2;

   static { v1=1 ;}
   { v2 = 2; }

   void troca() {
      v1=v2 ;
   }

   public static void main(String[] args) {
      Prova a=new Prova();
      Prova b=new Prova();
      a.v2=5;
      a.troca();
      System.out.print(a.v1);
      System.out.print(a.v2);
      System.out.print(b.v1);
      System.out.print(b.v2);
    }
}
```"
2009-47,"Seja o programa em Prolog a seguir:
```
pai(abel, bernardo).
pai(abel, bia).
mae(ana, bernardo).
mae(ana, bia).

parenteSimples(X,Y) :- pai(xX,Y).
parenteSimples(X,Y) :- mae(X,Y).

irmao(X,Y) :- parenteSimples(Z,X), parenteSimples(Z,Y),X \=Y.
```
Qual a resposta para a entrada:

```
irmao(X,Y).
```

Supondo que para cada resposta do programa é digitado “;” (ponto e vírgula)."
2009-50,"Dado o programa em Pascal a seguir, qual o valor impresso no final?

```
program project1;

var
   v1 : integer;
   v2 : integer;

procedure a;
var 
   v1 : integer;
begin
   v1 := 1;
   v2 := 2; 
end;

procedure b(var v1 : integer; v2:integer) ;
begin
   v1 := 3;
   v2 := 4;  
end;

begin
   v1:=5;
   v2:=6;
   a;
   b(v2,v1);
   writeln(vi,' ',v2);
end.
```"
2009-51,"A questão abaixo refere-se ao seguinte trecho de programa.
```
begin
    read (a,b,c)
    tipo = “escaleno”
    if (a=b) or (b=c) or (a=c) then
        tipo = “isosceles”;
    if (a=b) and (b=c) then
        tipo = “equilátero”;
    if (a>=b+c) or (b>=a+c) or (c>=a+b) then
        tipo = “não é um triângulo”;
    if (a<=0) or (b<=0) or (c<=0) then
        tipo = “dados inválidos”;
    write (tipo)
end
```
Considere as seguintes afirmativas:

I. É possível exercitar todos os comandos do programa com 5 casos de teste. \
II. Um limite superior do número de caminhos linearmente independentes do grafo de fluxo do programa é 4. \
III. Admitindo que os nós do grafo de fluxo possam representar condições compostas, e que, portanto, cada comando do programa acima possa ser representado num único nó, o número de regiões de seu grafo de fluxo é 4. 

Assinale a alternativa CORRETA:"
2009-67,"Considere a relação abaixo, obtida via processo de engenharia reversa em documentos de uma empresa.

<code>
Emp (<u>CodEmp</u>, <u>CodDept, CodMag</u>, Nome, Sala, NomeDept, NomeMáquina)
</code>

Através de um processo de normalização (não necessariamente completo), chegou-se ao seguinte conjunto de relações:

<code>
R1 (<u>CodEmp</u>, Nome, CodDept, CodMag)
</code>

<code>
R2 (<u>CodDept</u>, NomeDept, Sala)
</code>

<code>
R3 (<u>CodMag</u>, NomeMáquina).
</code>

Considere que as seguintes dependências funcionais se aplicam a estas relações:

```
CodEmp → Nome
CodDept → (NomeDept, Sala)
CodMáquina → NomeMáquina
```
Assinale a alternativa CORRETA:"
2009-70,"Sejam as seguintes tabelas em um banco de dados relacional:\
**Tabela de Compradores**

| CID  | CNOME            | CIDADE         | DESCONTO |
|------|------------------|----------------|----------|
| C001 | Lojas Cacique     | Rio de Janeiro  | 10,00    |
| C002 | Lojas Livres      | São Paulo       | 12,00    |
| C003 | Mercado Fácil     | Curitiba        | 8,00     |
| C004 | Papelaria Simão   | Recife          | 6,00     |
| C005 | Lojas da Silva    | Manaus          | 0,00     |

**Tabela de Produtos**

| PID  | NOME      | CLIENTE | QUANT  | PREÇO |
|------|-----------|---------|--------|-------|
| p01  | Pente     | C001    | 11000  | 10    |
| p02  | Escova    | C002    | 20000  | 10    |
| p03  | Barbeador | C003    | 15000  | 20    |
| p04  | Caneta    | C003    | 20000  | 1     |
| p05  | Lápis     | C004    | 10000  | 1     |
| p06  | Caderno   | C004    | 14000  | 5     |
| p07  | Bloco     | C005    | 5000   | 1,5   |

Qual o resultado da seguinte consulta em SQL? 

```
SELECT CNOME, NOME, PRECO*(1-DESCONTO/100) AS PF
FROM COMPRADORES, PRODUTO
WHERE
 DESCONTO > (SELECT AVG(DESCONTO) FROM COMPRADORES)
 AND CID=CLIENTE
ORDER BY NOME, CNOME;
```"
2010-21,"Um estudante de computação precisa resolver um problema bastante importante, que é executar as operações que estão descritas abaixo, cuja estrutura é uma pilha. Tão logo ele retire algum elemento desta pilha, estes deverão ser inseridos em uma fila, cuja entrada é pela esquerda e a saída, pela direita. 

Assinale a alternativa que contém a sequência correta de entrada dos elementos na fila.
```
PUSH P
PUSH E
PUSH R
PUSH T
PUSH O
POP
POP
PUSH S
PUSH O
PUSH L
POP
POP
POP
```"
2010-22,"Considere o seguinte trecho de programa escrito na linguagem C.
```
#include<stdio.h>

...
  char str[100], *ptr;
...
  for (ptr=str;(*ptr++=getchar())!=’\n’;*ptr=’\0’);
...
```
Pode-se afirmar que o objetivo do comando `for` é:"
2010-24,"Considere a seguinte função escrita na linguagem C.
```
int F1 (unsigned int n)
{
  if (n==0) return n;
  int i,j;
  for (i=j=1;i<2*n-1;i+=2,j+=i);
  return j;
}
```
Assinale a alternativa que apresenta corretamente a função com o mesmo resultado da função `F1`."
2010-25,"Considere dois algoritmos $A_1$ e $A_2$, cujas funções de custo são, respectivamente, $T_1(n) = n^2 - n + 1$ e $T_2(n) = 6n \log_2n + 2n$. Para simplificar a análise, assuma que $n > 0$ é sempre uma potência de 2. \
Com relação ao enunciado, assinale a alternativa correta."
2010-27,"Considere o problema de ordenação onde os vetores a serem ordenados, de tamanho $n > 0$, possuem $\lfloor n/2 \rfloor$ valores iguais a um número real $x$ e $\lceil n/2 \rceil$ valores iguais a um outro número real $y$. Considere que os números reais $x$ e $y$ são conhecidos e fixos, porém estão distribuídos aleatoriamente no vetor a ser ordenado. \
Neste caso, é correto afirmar:"
2010-29,"Considere o programa a seguir, desenvolvido em linguagem C.
```
#include <stdio.h>
int F1(int X, int Y) {
  if (X < Y) return X;
  else return F1(X-Y,Y);
}
int F2(int X, int Y) {
  if (X < Y) return 0;
  else return 1 + F2(X-Y,Y);
}
void F3(int X, int Y) {
  if (X < Y) printf(""%d"",X);
  else {
    F3(F2(X,Y),Y);
    printf(""%d"",F1(X,Y));
  }
}
int main() {
  int A, B;
  scanf(""%d %d"",&A, &B);
  if ((A > 0) && (A < 1000)
      && (B > 1) && (B < 10)) {
    F3(A,B);
    printf(""\n"");
  }
  return 0;
}
```
No programa apresentado, a técnica da recursividade foi aplicada às três funções `F1`, `F2` e `F3`. Essa técnica envolve a definição de uma função ou rotina que pode invocar a si própria. \
Com relação ao programa apresentado e à técnica de recursão, atribua F (falso) ou V (verdadeiro) para as afirmativas a seguir. \
( ) A chamada da função `F1`, através da expressão `F1(X,Y)`, pode ser substituída, sem alterar o resultado do programa, pela expressão `X%Y`. \
( ) O objetivo da função `F2` é retornar o valor da variável `X` elevado à `Y`-ésima potência. \
( ) A chamada à função `F3` entrará em uma recursão sem fim se o valor da variável `X` for maior que o valor da variável `Y`. \
( ) A função `main` não é recursiva, pois na Linguagem C não é possível implementar esta técnica na função principal do programa. \
( ) A expressão `((A > 0) && (A < 1000) && (B > 1) && (B < 10))`, da função `main`, pode ser substituída pela expressão `(!((A <= 0) || (A >= 1000) || (B <= 1) || (B >= 10)))`, sem afetar o resultado do comando condicional `if` nesta expressão. 

Assinale a alternativa que contém, de cima para baixo, a sequência correta."
2010-30,"O mecanismo de herança, no paradigma da programação orientada a objetos, é uma forma de reutilização de software na qual uma nova classe é criada, absorvendo membros de uma classe existente e aprimorada com capacidades novas ou modificadas.
Considere as seguintes classes descritas na linguagem C++.
```
#include <iostream>
using namespace std;
class A {
protected:
  int v;
public:
  A() { v = 0; };
  void m1() {
    v += 10;
    m2();
  };

  void m2() {
    v += 20;
  };

  int getv() {
    return v;
  };
};
class B : public A {
public:
  void m2() {
    v += 30;
  };
};
```
Se essas classes forem utilizadas a partir do programa a seguir,
```
int main()
{
  B *Obj = new B();
  Obj->m1();
  Obj->m2();
  cout << Obj->getv() << endl;
  return 0;
}
```
a saída do código computacional acima será:"
2010-32,"Considere o algoritmo a seguir.
```
PROC (n)
  se n <= 1 então
    retorna 1 + n;
  senão
    retorna PROC(n/2) + PROC(n/2);
  fim se
```
Assinale a alternativa que indica corretamente quantas comparações são feitas para uma entrada $n > 0$, onde $n$ é um número natural."
2010-34,"Considere o conjunto de operações descritas a seguir, em linguagem de transferência entre registradores.
```
F1: REM ← CP;
F2: RDM ← M[REM], CP ← CP + 1;;
F3: RI ← RDM; 
```
Dados: `REM` é o registrador de endereços da memória; `RDM` é o registrador de dados da memória; `RI` é o registrador de instruções; `CP` é o contador de programa e `M[X]` é o conteúdo de memória indicado pelo endereço `X`. 

Assinale a alternativa que indica a que fase do processamento de uma instrução em uma máquina *pipeline* corresponde o conjunto de operações descrito."
2010-38,"Um analista de sistemas foi convidado para opinar sobre por que um determinado sistema tinha desempenho ruim. Considerando que o analista observou que o sistema tinha alta taxa de acesso a disco, por demanda de entrada e saída dos processos, qual das alternativas abaixo pode explicar o baixo desempenho?"
2010-53,"Considere um objeto em 3D ancorado no seu centro de massa $p = (x_c , y_c , z_c )$. Qual a transformação necessária para rotacioná-lo em $\Theta$ graus, contra relógio, ao redor do eixo $x$, sem alterar a sua posição no espaço? Assuma que a matriz $T$ realiza translações, a matriz $R_x$ realiza rotações de $\Theta$ graus ao redor do eixo $x$, contra relógio."
2010-61,"Considere um banco de dados relacional composto pelas tabelas definidas a seguir, na linguagem SQL, em que são cadastrados alunos, disciplinas e as matrículas de alunos em disciplinas.
```
CREATE TABLE Aluno (
  RA           INTEGER NOT NULL,
  Nome         VARCHAR2(20) NOT NULL,
  Curso        INTEGER NOT NULL,
  PRIMARY KEY (RA) );
CREATE TABLE Disciplina (
  Codigo       INTEGER NOT NULL,
  Nome         VARCHAR2(20) NOT NULL,
  Departamento INTEGER NOT NULL,
  PRIMARY KEY (Codigo) );
CREATE TABLE Matricula (
  RA           INTEGER NOT NULL,
  Codigo       INTEGER NOT NULL,
  Ano          INTEGER NOT NULL,
  PRIMARY KEY (RA, Codigo),
  FOREIGN KEY (Codigo) REFERENCES Disciplina,
  FOREIGN KEY (RA) REFERENCES Aluno);
```
Considere também a consulta a seguir, expressa na linguagem SQL, em que o operador `MINUS` realiza a operação de subtração de relações.
```
SELECT Nome FROM Aluno A
WHERE NOT EXISTS ( (SELECT D.Codigo FROM Disciplina D WHERE D.Departamento = 5)
                    MINUS
                   (SELECT M.Codigo FROM Matricula M WHERE M.RA = A.RA)
                 )
      AND EXISTS (SELECT D.Codigo FROM Disciplina D WHERE D.Departamento = 5)
```
Considere, por fim, as afirmativas a seguir, sobre a consulta apresentada.

I. A consulta retorna os nomes dos alunos matriculados em todas as disciplinas do departamento 5. \
II. A consulta retorna os nomes dos alunos matriculados em, pelo menos, uma disciplina do departamento 5. \
III. A consulta retorna os nomes das disciplinas do departamento 5 nas quais todos os alunos estão matriculados. \
IV. A estrutura dessa consulta permite implementar, na linguagem SQL, a operação de divisão da Álgebra Relacional. 

Assinale a alternativa correta."
2010-65,"Considere o trecho de código C a seguir.
```
int main()
{
    int i;
    float f;
    int v[10]

    i 3;
    v[f] = 45;
    while
    {

    }
}
```
Quantos erros semânticos o código possui?"
2011-03,"Suponha que, em vez de usar a base padrão {$e_1 , e_2$} para $R^2$, onde $e_1 = [1, 0]^T$ e $e_2 = [0, 1]^T$ , deseja-se utilizar a base {$u_1 , u_2$}, com $ u_1 = [3, 2]^T$ e $u_2 = [1, 1]^T$.\
As coordenadas do vetor $x = [7, 4]^T$ em relação a $u_1$ e $u_2$ são:"
2011-05,"Em muitos problemas práticos, deseja-se encontrar a reta $ r(x) = ax + b $ que melhor se ajusta a um conjunto $\{(x_1, y_1), (x_2, y_2), \ldots, (x_n, y_n)\}$ de pontos no plano. No método dos mínimos quadrados, os coeficientes $ a $ e $ b $ da reta são determinados de modo que o erro, dado pela soma do quadrado da diferença entre $ y_i $ e $ r(x_i) $, isto é,
$$
\text{Erro}(a, b) = \sum_{i=1}^n (y_i - r(x_i))^2,
$$
seja o menor possível.

A tabela a seguir mostra o conjunto de pontos $\{(-3, -3), (-2, -2), \ldots, (2, 6), (3, 6)\}$ no plano.
$$
\begin{array}{c|c|c|c|c|c|c|c}
\hline
x & -3 & -2 & -1 & 0 & 1 & 2 & 3 \\
\hline
y & -3 & -2 & 2 & 2 & 4 & 6 & 6 \\
\hline
\end{array}
$$
A reta que melhor se ajusta aos dados apresentados nessa tabela, no sentido dos mínimos quadrados, é:"
2011-06,"O problema de determinar um vetor normal a um triângulo ou polígono é muito comum em computação gráfica. Dado o triângulo formado pelos pontos $A(1, 2, 3)$, $B(3, 2, 1)$ e $C(1, 1, 1)$, um vetor normal, $n$, a esse triângulo é dado por:"
2011-21,"Considere a seguinte variante do algoritmo quicksort para ordenação de uma lista de inteiros $x_1, \dots x_n$:

Algoritmo $QS(x_1, \dots, x_n)$ \
Entrada: $x_1, \dots, x_n \in \mathbb{Z}$ \
Saída: $x_1, \dots, x_n \in \mathbb{Z}$

1\. Se $n = 2$ e $x_1 > x_2$, permutar $x_1$ com $x_2$. \
2. Se $n \leq 2$, retornar. \
3. $i \leftarrow 2$, $j \leftarrow n$, \
4. Enquanto $i < j$, \
4.1 $\quad$ Enquanto $x_1 \geq x_i$ e $i < n + 1$, incrementar $i$. \
4.2 $\quad$ Enquanto $x_1 < x_j$, decrementar $j$. \
4.3 $\quad$ Se $i < j$, permutar $x_i$ com $x_j$. \
5. Permutar $x_1$ com $x_j$. \
6. $QS(x_1, \dots, x_{j-1})$ \
7. $QS(x_{j+1}, . . . , x_n)$

Seja $\Phi(x_1 , \dots, x_n )$ o número total de permutações de dois elementos durante a execução do algoritmo QS, inclusive durante as chamadas recursivas. Seja $\Phi_{\max}(n)$ o maior valor de $\Phi(x_1, \dots, x_n)$ para todas as listas possíveis de comprimento $n$.

Sabendo que 
$$
\Phi_{\max}(n) = \max_{1 \leq j \leq n} \Phi_{\max}(j - 1) + \Phi_{\max}(n - j ) + \min(j - 1, n - j ) + 1,
$$"
2011-22,"Considere a seguinte variante do algoritmo quicksort para ordenação de uma lista de inteiros $x_1, \dots x_n$:

Algoritmo $QS(x_1, \dots, x_n)$ \
Entrada: $x_1, \dots, x_n \in \mathbb{Z}$ \
Saída: $x_1, \dots, x_n \in \mathbb{Z}$

1\. Se $n = 2$ e $x_1 > x_2$, permutar $x_1$ com $x_2$. \
2. Se $n \leq 2$, retornar. \
3. $i \leftarrow 2$, $j \leftarrow n$, \
4. Enquanto $i < j$, \
4.1 $\quad$ Enquanto $x_1 \geq x_i$ e $i < n + 1$, incrementar $i$. \
4.2 $\quad$ Enquanto $x_1 < x_j$, decrementar $j$. \
4.3 $\quad$ Se $i < j$, permutar $x_i$ com $x_j$. \
5. Permutar $x_1$ com $x_j$. \
6. $QS(x_1, \dots, x_{j-1})$ \
7. $QS(x_{j+1}, . . . , x_n)$

Assinale a alternativa correta."
2011-28,"Um processador RISC é implementado em duas versões de organização síncrona: uma monociclo, em que cada instrução executa em exatamente um ciclo de relógio, e uma versão pipeline de 5 estágios. Os estágios da versão pipeline são: (1) busca de instrução, (2) busca de operandos, (3) execução da operação, (4) acesso à memória e (5) atualização do banco de registradores. A frequência máxima de operação das organizações foi calculada em 100 MHz para a versão monociclo e 400 MHz para a versão pipeline. Um programa X que executa 200 instruções é usado para comparar o desempenho das organizações. Das 200 instruções, apenas 40% fazem acesso à memória, enquanto as demais operam apenas sobre registradores internos da organização. Assuma que o programa não apresenta nenhum conflito de dados ou de controle entre instruções que podem estar simultaneamente dentro do pipeline da segunda organização.

Assim, o tempo de execução do programa X nas organizações monociclo e pipeline é, respectivamente:"
