id,edicao,numero,enunciado,alternativas,area_conhecimento,area,subarea,gabarito,atributo_rag,ehQuestaoProblema
2004-22,2004,22,"Quanto vale $k$ no fim da execução do seguinte trecho de código?
```
k = 0;
for (i=1; i <= n; i++)
    for(j = i; j <= n; j++)
        k = k + 1;
```","['a) $n - 1$', 'b) $n$', 'c) $(n^2 - n)/2$', 'd) $n(n + 1)/2$', 'e) $n^3$']",Fundamentos da Computação,Análise de Algoritmos,Análise de Algoritmos Iterativos e Recursivos,D,fundamentos da computacao - analise de algoritmos - analise de algoritmos iterativos e recursivos,True
2004-23,2004,23,"O programa abaixo, quando executado para $A(1, 2)$, faz quantas chamadas recursivas (excluindo a primeira chamada da função)?
```
int A (int m, int n) {
    if (m == 0) return n + 1;
    else if (n == 0) return A (m - 1, 1);
    else return A (m - 1, A (m, n - 1));
    }
```","['a) 6', 'b) 5', 'c) 4', 'd) 3', 'e) 2']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Recursividade: Conceito e Implementação,B,fundamentos da computacao - algoritmos e estrutura de dados - recursividade: conceito e implementacao,True
2004-24,2004,24,"Considere as seguintes estruturas de dados:

(I) Tabela hash \
(II) Fila \
(III) Árvore de pesquisa \
(IV) Pilha

Qual ou quais das estruturas acima requer mais do que tempo médio constante para inserção de um elemento?","['a) Somente (I)', 'b) Somente (II)', 'c) Somente (III)', 'd) Somente (IV)', 'e) Todas.']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Tipos de Dados Básicos e Estruturados,C,fundamentos da computacao - algoritmos e estrutura de dados - tipos de dados basicos e estruturados,False
2004-25,2004,25,"Considere as seguintes afirmativas sobre o algoritmo de pesquisa binária:

I. a entrada deve estar ordenada \
II. uma pesquisa com sucesso é feita em tempo logarítmico na média \
III. uma pesquisa sem sucesso é feita em tempo logarítmico na média \
IV. o pior caso de qualquer busca é logarítmico

As afirmativas corretas são:","['a) Somente I e II.', 'b) Somente I, II e III.', 'c) Somente II e III.', 'd) Somente III e IV.', 'e) Todas as afirmativas estão corretas.']",Fundamentos da Computação,Algoritmos e Estrutura de Dados,Algoritmos para Pesquisa e Ordenação,E,fundamentos da computacao - algoritmos e estrutura de dados - algoritmos para pesquisa e ordenacao,False
2004-26,2004,26,"Em sistemas de memória virtual de paginação sob demanda, qual seria o critério ideal para substituição de páginas?","['a) retirar a página que acabou de ser referenciada', 'b) retirar a página que será necessária no futuro mais distante', 'c) retirar a página que está há mais tempo na memória', 'd) retirar a página que foi referenciada menos vezes', 'e) retirar a página que está há mais tempo sem ser utilizada']",Fundamentos da Computação,Sistemas Operacionais,"Gerenciamento de Memória: Memória Virtual, Paginação, Segmentação e “Swap”",B,"fundamentos da computacao - sistemas operacionais - gerenciamento de memoria: memoria virtual, paginacao, segmentacao e “swap”",False
2004-27,2004,27,"Considere o seguinte programa com dois processos concorrentes. O escalonador poderá alternar entre um e outro, isto é, eles poderão ser intercalados durante sua execução. As variáveis $x$ e $y$ são compartilhadas pelos dois processos e inicializadas antes de sua execução.
```
programa P
int x = 0;
int y = 0;
processo A {
    while (x == 0);
    print(‘‘a’’);
    y = 1;
    y = 0;
    print(‘‘d’’);
    y = 1;
}

processo B {
    print(‘‘b’’);
    x = 1;
    while (y == 0);
    print(""c"");
}
```","['a) `adbc` ou `bcad`', 'b) `badc` ou `bacd`', 'c) `abdc` ou `abcd`', 'd) `dbca` ou `dcab`', 'e) Nenhuma das opções anteriores.']",Fundamentos da Computação,Sistemas Operacionais,"Comunicação, Concorrência e Sincronização de Processos",B,"fundamentos da computacao - sistemas operacionais - comunicacao, concorrencia e sincronizacao de processos",True
2004-28,2004,28,Qual das seguintes expressões posfixas é equivalente à expressão infixa $A+(B/C)*((D-E)/F)$?,"['a) $ABC/-DE*F+/$', 'b) $ABC/DE-/F+*$', 'c) $ABC/DE-F/*+$', 'd) $ABC/D-EF*/+$', 'e) $ABD/CE+/F-*$']",Fundamentos da Computação,"Linguagens Formais, Autômatos e Computabilidade","Linguagens Regulares, Livres-de-Contexto e Sensíveis-ao-Contexto",C,"fundamentos da computacao - linguagens formais, automatos e computabilidade - linguagens regulares, livres-de-contexto e sensiveis-ao-contexto",False
2004-29,2004,29,"Considerando A e B duas variáveis lógicas, a expressão `(not(A) and B) or (A and not(B))` assume o valor verdadeiro:","['a) para todos os valores de A e de B', 'b) sempre que A é igual a B', 'c) sempre que A é diferente de B', 'd) sempre que A é falso', 'e) sempre que B é falso']",Fundamentos da Computação,Linguagens de Programação,Semântica Formal,C,fundamentos da computacao - linguagens de programacao - semantica formal,False
2004-30,2004,30,"Ao segmentar um processador, transformando-o num *pipeline*, obtém-se:","['a) redução no número de ciclos necessários para executar uma instrução', 'b) redução no número de ciclos necessários para executar um programa', 'c) redução no número de ciclos necessários para tratar uma exceção', 'd) redução no número de ciclos necessários para tratar uma interrupção', 'e) o circuito do processador fica mais simples']",Fundamentos da Computação,Arquitetura e Organização de Computadores,Pipeline,B,fundamentos da computacao - arquitetura e organizacao de computadores - pipeline,False
2004-31,2004,31,"Um registrador de deslocamento (*shift register*) é um componente importante dos dispositivos listados a seguir:

(I) porta serial (UART, ou *universal asynchronous receiver/transmitter*) \
(II) porta paralela \
(III) multiplicador sequencial \
(IV) somador 

Assinale a alternativa correta:","['a) somente I e II', 'b) somente II e IV', 'c) somente III e IV', 'd) somente I e III', 'e) somente II e III']",Fundamentos da Computação,Circuitos Digitais,Análise e Síntese de Componentes Sequenciais e de Memória,D,fundamentos da computacao - circuitos digitais - analise e sintese de componentes sequenciais e de memoria,False
2004-32,2004,32,"Considere as seguintes afirmativas:

I. Uma modificação em uma CPU fez o cycle time e o CPI aumentarem de 10% enquanto o número de instruções executadas para uma dada aplicação decresceu de 20%. Podemos concluir que o tempo de execução desta aplicação será mantido. \
II. Um *page fault* ocorre quando a entrada correspondente à página requerida não é encontrada no *translation lookside buffer*. \
III. Para armazenar uma mesma quantidade de dados, uma cache *direct mapped* é tipicamente menor que uma *cache set associative*, assumindo blocos de mesmo tamanho. \
IV. Aumentando-se o tamanho do bloco de uma *cache* aumenta-se as vantagens obtidas com a localidade espacial. \
V. Memória virtual tipicamente usa a estratégia *write-through* ao invés de estratégia *write-back*. 

Quais são as alternativas verdadeiras?","['a) Somente as afirmativas I, II, III e IV são verdadeiras.', 'b) Somente as afirmativas I, III e IV são verdadeiras.', 'c) Somente as afirmativas II, III e IV são verdadeiras.', 'd) Somente as afirmativas III e IV são verdadeiras.', 'e) Todas as afirmativas são verdadeiras.']",Fundamentos da Computação,Arquitetura e Organização de Computadores,"Organização de Computadores: Memórias, Unidades Centrais de Processamento, Entrada e Saída",D,"fundamentos da computacao - arquitetura e organizacao de computadores - organizacao de computadores: memorias, unidades centrais de processamento, entrada e saida",False
2004-33,2004,33,"Considere as seguintes afirmações sobre um grafo $G$ com $n > 0$ vértices: 

I - Se $G$ e conexo o número de arestas é maior que $n$; \
II - $G$ será acíclico somente se o número de arestas for menor que $n$; \
III - Se $G$ não tem triângulos então $G$ é planar; \
IV - $G$ é Euleriano se, e somente se, todo grau é par.

As afirmativas verdadeiras são:","['a) I e II', 'b) I e III', 'c) II e III', 'd) II e IV', 'e) II, III e IV']",Fundamentos da Computação,Teoria dos Grafos,Grafos orientados e não-orientados,D,fundamentos da computacao - teoria dos grafos - grafos orientados e nao-orientados,False
2004-34,2004,34,"Um algoritmo é executado em 10 segundos para uma entrada de tamanho 50. Se o algoritmo é quadrático, quanto tempo em segundos ele gastará, aproximadamente, no mesmo computador, se a entrada tiver tamanho 100?","['a) 10', 'b) 20', 'c) 40', 'd) 100', 'e) 500']",Fundamentos da Computação,Análise de Algoritmos,Medidas Empíricas de Performance,C,fundamentos da computacao - analise de algoritmos - medidas empiricas de performance,False
2004-36,2004,36,"As seguintes expressões regulares denotam as linguagens $P$, $Q$, $L$ e $R$, respectivamente: $(1 + 10)^*$, $(0 + 01)^*$, $(0 + 1)^*$, $0(11)^* + 1(00)^*$. Não se pode afirmar que:","['a) $P \\cap Q \\neq \\emptyset$', 'b) $P \\cup Q \\neq L$', 'c) $P \\cap Q = \\{\\epsilon\\}$', 'd) $(1 + 0)^* \\setminus P = Q$', 'e) $R \\subset L \\setminus (P \\cup Q)$']",Fundamentos da Computação,"Linguagens Formais, Autômatos e Computabilidade","Linguagens Regulares, Livres-de-Contexto e Sensíveis-ao-Contexto",D,"fundamentos da computacao - linguagens formais, automatos e computabilidade - linguagens regulares, livres-de-contexto e sensiveis-ao-contexto",False
2004-38,2004,38,"Para um certo problema foram apresentados dois algoritmos de divisão e conquista, $A$ e $B$, cujos tempos de execução são descritos, respectivamente, por $T_A(n) = 7T_A(n/2) + n^3$ e $T_B(n) = \alpha T_B(n/4) + n^2$. Qual é o maior valor inteiro para $\alpha$, tal que o tempo de execução de $B$ seja assintoticamente menor que o de $A$, isto é, $T_B(n) \in o(T_A(n))$?","['a) 16', 'b) 49', 'c) 63', 'd) 64', 'e) 65']",Fundamentos da Computação,Análise de Algoritmos,"Notação “Big O”, “Little o”, “Omega” e “Theta”",C,"fundamentos da computacao - analise de algoritmos - notacao “big o”, “little o”, “omega” e “theta”",False
2004-39,2004,39,"Em um sistema operacional, um processo pode, em um dado instante de tempo, estar em um de três estados: em execução, pronto ou bloqueado. Considere as afirmativas abaixo sobre as possíveis transições entre estes estados que um processo pode realizar.

I. Do estado em execução para o estado bloqueado \
II. Do estado em execução para o estado pronto \
III. Do estado pronto para o estado em execução \
IV. Do estado pronto para o estado bloqueado \
V. Do estado bloqueado para o estado em execução \
VI. Do estado bloqueado para o estado pronto 

Quais são as afirmativas verdadeiras?","['a) Somente as afirmativas I, II e III são verdadeiras.', 'b) Somente as afirmativas I, II, III e VI são verdadeiras.', 'c) Somente as afirmativas I, III, IV e VI são verdadeiras.', 'd) Somente as afirmativas I, III, IV e V são verdadeiras.', 'e) Todas as afirmativas são verdadeiras.']",Fundamentos da Computação,Sistemas Operacionais,Gerência de Processos/Processador,B,fundamentos da computacao - sistemas operacionais - gerencia de processos/processador,False
2004-41,2004,41,"Considere as seguintes tabelas em uma base de dados relacional, contendo informações sobre empregados, departamentos e a vinculação entre eles:
```
Departamento (CodDepto, NomeDepto)
Empregado (CodEmp, NomeEmp, CodDepto)
```
Deseja-se obter os nomes dos departamentos (`NomeDepto`) que não estão vinculados a nenhum Empregado. Para obter este resultado a consulta correta em SQL/2 é a seguinte:","['a) \n```\nSELECT NomeDepto\nFROM Departamento D, Empregado E\nWHERE D.CodDepto=E.CodDepto AND\n      E.CodEmp IS NULL\n```', 'b) \n```\nSELECT NomeDepto\nFROM Departamento D\nWHERE EXISTS\n    (SELECT *\n     FROM Empregado E\n     WHERE CodDepto=D.CodDepto)\n```', 'c) \n```\n(SELECT NomeDepto\n  FROM Departamento D)\nEXCEPT\n(SELECT NomeDepto\n FROM Departamento D, Empregado E\n WHERE D.CodDepto=E.CodDepto)\n```', 'd) \n```\nSELECT NomeDepto\nFROM Departamento D, Empregado E\nWHERE D.CodDepto<>E.CodDepto\n```', 'e) \n```\nSELECT NomeDepto\nFROM Departamento D\nWHERE CodDepto IN\n   (SELECT CodDepto\n    FROM Empregado E)\n```']",Tecnologia de Computação,Banco de Dados,Linguagens de Consulta,C,tecnologia de computacao - banco de dados - linguagens de consulta,True
2004-42,2004,42,"Considere um modelo entidade-relacionamento de uma indústria. Este modelo representa peças com suas propriedades, bem como a composição de peças (peças podem ser usadas na composição de outras peças). Este modelo entidade-relacionamento contém:
- Uma entidade *Peça*, com atributos código e nome e peso.
- Um auto-relacionamento de Peça, chamado *Composição*. Neste auto-relacionamento uma peça tem papel de componente e outra peça papel de *composto*. O auto-relacionamento tem cardinalidade n:n e tem um atributo *quantidade*, que informa quantas unidades da peça componente são usadas na peça composto. \
Uma base de dados relacional que implementa corretamente este modelo entidade-relacionamento e está na terceira forma normal é (chaves primárias estão sublinhadas):","['a) <code>Peca (<u>CodPeca</u>, NomePeca, PesoPeca)\nComposicao(<u>CodPecaComposto</u>, <u>CodPecaComponente</u>, Quantidade) \n Composição\n.CodPecaComposto referencia Peca\nComposição.CodPecaComponente referencia Peca\n```', 'b) <code>Peca (<u>CodPeca</u>, NomePeca, PesoPeca, CodPecaComposto,\nQuantidade)\nPeca.CodPecaComposto referencia Peca', 'c) <code>Peca (<u>CodPeca</u>, NomePeca, PesoPeca)\nComposicao(CodPecaComposto,CodPecaComponente,Quantidade)\nComposição.CodPecaComposto referencia Peca\nComposição.CodPecaComponente referencia Peca</code>', 'd) <code>Peca (<u>CodPeca</u>, NomePeca, PesoPeca, CodPecaComposto,\nCodPecaComponente,Quantidade)\nPeca.CodPecaComposto referencia Peca\nPeca.CodPecaComponente referencia Peca</code>', 'e) <code>Composto (<u>CodPeca</u>, NomePeca, PesoPeca)\nComponente (<u>CodPeca</u>, NomePeca, PesoPeca, CodPecaComposto\nQuantidade)\nComponente.CodPecaComposto referencia Composto</code>']",Tecnologia de Computação,Banco de Dados,Modelagem e Projeto de Banco de Dados,A,tecnologia de computacao - banco de dados - modelagem e projeto de banco de dados,True
2004-43,2004,43,"Na álgebra relacional, a operação de junção interna entre duas tabelas A e B e com critério de junção C tem a função de:","['a) Concatenar cada linha da tabela A com cada linha da tabela B sempre que o critério de junção C for verdadeiro. Linhas de A e B para as quais o critério de junção não é verdadeiro não aparecem no resultado.', 'b) Concatenar cada linha da tabela A com cada linha da tabela B sempre que o critério de junção C for verdadeiro. Caso para uma linha de A não exista nenhuma linha em B que torne o critério verdadeiro, a linha de A aparece no resultado concatenada com campos vazios (NULL).', 'c) Concatenar cada linha da tabela A com cada linha da tabela B sempre que o critério de junção C for verdadeiro. Caso para uma linha de B não exista nenhuma linha em A que torne o critério verdadeiro, a linha de A aparece no resultado concatenada com campos vazios (NULL).', 'd) Concatenar cada linha da tabela A com cada linha da tabela B.', 'e) Concatenar a tabela A com a tabela B, isto é, formar uma tabela formada por linhas que aparecem em A ou B.']",Tecnologia de Computação,Banco de Dados,Linguagens de Consulta,A,tecnologia de computacao - banco de dados - linguagens de consulta,False
2004-44,2004,44,"Considere as seguintes tabelas em uma base de dados relacional, contendo informações sobre empregados, departamentos e a vinculação entre eles:
```
Departamento (CodDepto, NomeDepto)
Empregado (CodEmp, NomeEmp, CodDepto, SalarioEmp)
```
Considere a seguinte consulta sobre esta base de dados:
```
SELECT D.CodDepto, AVG(SalarioEmp)
FROM Departamento D,
     Empregado E
WHERE E.CodDepto=D.CodDepto AND
      E.SalarioEmp > 300
GROUP BY D.CodDepto
HAVING COUNT(*) > 20
```
Esta consulta SQL tem o seguinte resultado:","['a) Para departamentos com mais que 20 empregados que tenham salário maior que\n300, obter o código do departamento e a média salarial dos empregados do departamento.', 'b) Para departamentos que tem mais que 20 empregados nos quais todos empregados tem salário maior que 300, obter o código do departamento e a média salarial dos empregados que ganham mais que 300.', 'c) Para departamentos que tem mais que 20 empregados nos quais todos empregados tem salário maior que 300, obter o código do departamento e a média salarial dos empregados do departamento.', 'd) Para departamentos que tem mais que 20 empregados, obter o código do departamento e a média salarial dos empregados que ganham mais que 300.', 'e) Para departamentos com mais que 20 empregados que tenham salário maior que\n300, obter o código do departamento e a média salarial dos empregados do departamento que ganham mais que 300.']",Tecnologia de Computação,Banco de Dados,Linguagens de Consulta,E,tecnologia de computacao - banco de dados - linguagens de consulta,True
2004-45,2004,45,"Transações em SGBD relacionais normalmente preenchem os requisitos ACID
(atomicidade, consistência, isolamento e durabilidade). Considere as seguintes afirmações: 

I) Isolamento significa que o efeito das operações de alteração efetuadas por uma transação T não são vistas por outras transações, até que a transação T encerre. \
II) Isolamento significa que os dados protegidos para alteração por uma transação não podem ser protegidos para alteração por outra transação. \
III) Durabilidade significa que o efeito de uma operação (INSERT, DELETE ou UPDATE) sobre a base de dados não pode ser desfeito. \
IV) Durabilidade significa que o efeito das operações de alteração executadas por uma transação não pode ser desfeito, após do final bem sucedido (COMMIT) da transação.

Quanto a estas afirmativas vale que:","['a) Somente as afirmativas I) e III) são corretas.', 'b) Somente as afirmativas I) e IV) são corretas.', 'c) Somente as afirmativas II) e III) são corretas.', 'd) Somente as afirmativas II) e IV) são corretas.', 'e) Somente a afirmativa I) é correta.']",Tecnologia de Computação,Banco de Dados,"Sistemas de Gerenciamento de Bancos de Dados (SGBD): Arquitetura, Segurança, Integridade, Concorrência, Recuperação após Falha, Gerenciamento de Transações",D,"tecnologia de computacao - banco de dados - sistemas de gerenciamento de bancos de dados (sgbd): arquitetura, seguranca, integridade, concorrencia, recuperacao apos falha, gerenciamento de transacoes",False
2004-46,2004,46,"A construção de sistemas é difícil devido à sua complexidade. Um fator crucial para gerenciar esta complexidade é o processo adotado para o desenvolvimento. O conjunto básico de atividades e a ordem em que são realizadas neste processo definem o que é também denominado de ciclo de vida do software. Analise as seguintes afirmações sobre processos de software:

I. Um modelo de processo de software é uma representação abstrata de um processo; Exemplos de modelo de processos de software genéricos são o modelo *waterfall* (cascata) e o *spiral* (espiral); \
II. O modelo de processo *waterfall* ainda é hoje em dia um dos mais difundidos e tem por característica principal a codificação de uma versão executável do sistema desde as fases iniciais do desenvolvimento, de modo que o sistema final é incrementalmente construído, daí a alusão à idéia de “cascata” (*waterfall*); \
III. Em um processo de software incremental, o desenvolvimento do sistema é iterativo e partes de suas funcionalidades (denominadas “incrementos”) são entregues na medida em que são desenvolvidas; assim, estas entregas parciais tentam priorizar as necessidades mais urgentes do usuário e podem auxiliar a revisão e a uma melhor definição das partes ainda não entregues;

Levando-se em conta as três afirmações I, II e III acima, identifique a única alternativa válida:","['a) apenas a I e a II estão corretas;', 'b) apenas a II e a III estão corretas;', 'c) apenas a I e a III estão corretas;', 'd) as afirmações I, II e III estão corretas;', 'e) apenas a III está correta.']",Tecnologia de Computação,Engenharia de Software,Processo de Desenvolvimento de Software,C,tecnologia de computacao - engenharia de software - processo de desenvolvimento de software,False
2004-47,2004,47,Qual das alternativas abaixo não é um dos diagramas existentes na linguagem de modelagem UML (*Unified Modeling Language*):,"['a) Diagramas de Casos de Uso (*use case diagrams*)', 'b) Diagramas de Classes (*class diagrams*)', 'c) Diagramas de Sequência (*sequence diagrams*)', 'd) Diagramas Entidade-Relacionamento (*entity-relationship diagrams*)', 'e) Diagramas de Estado (*statechart diagram*)']",Tecnologia de Computação,Engenharia de Software,Métodos de Análise e de Projeto de Software,D,tecnologia de computacao - engenharia de software - metodos de analise e de projeto de software,False
2004-48,2004,48,"A linguagem de modelagem UML contém a definição de vários diagramas que permitem representar diferentes partes de um modelo de sistema tipicamente aplicada a sistemas orientados a objetos. Analise as seguintes afirmações referentes a UML:

I. Diagramas de Casos de Uso permitem uma descrição do escopo e do comportamento pretendido do sistema através da representação das interações entre atores e o próprio sistema; \
II. Diagramas de Estado são similares a Diagramas de Atividade mas uma diferença básica entre eles é que os primeiros representam comportamento que causa mudanças de estado de um simples elemento (tipicamente um objeto) e são usados geralmente durante o projeto do software enquanto os segundos representam comportamento entre diferentes elementos e geralmente são usados para modelar os fluxos das atividades de negócios durante a análise do software; \
III. Diagramas de Sequência representam as interações entre objetos para a realização de algum comportamento do sistema, dando ênfase à ordenação temporal das trocas de mensagens entre os objetos;

Levando-se em conta as três afirmações I, II e III acima, identifique a única alternativa válida:","['a) apenas a I e a II estão corretas;', 'b) apenas a II e a III estão corretas;', 'c) apenas a I e a III estão corretas;', 'd) as afirmações I, II e III estão corretas;', 'e) apenas a III está correta.']",Tecnologia de Computação,Engenharia de Software,Métodos de Análise e de Projeto de Software,D,tecnologia de computacao - engenharia de software - metodos de analise e de projeto de software,False
2004-49,2004,49,"Engenharia de Software inclui um grande número de teorias, conceitos, modelos, técnicas e métodos. Analise as seguintes definições.

I. No planejamento de projetos de software, há várias técnicas que podem ser usadas para estimativa de custo e esforço. A técnica de Pontos por Função é uma técnica de estimativa que, embora não seja relacionada diretamente a linhas de código, é utilizada também para a obtenção de métricas de produtividade e qualidade do desenvolvimento de software; \
II. CMM (Capability Maturity Model) é um modelo estabelecido pelo Software Engineering Institute (SEI) que propõe níveis de competência organizacional relacionados à qualidade do processo de desenvolvimento de software; \
III. Engenharia Reversa é o processo de inferir ou reconstruir um modelo de mais alto nível (projeto ou especificação) a partir de um documento de mais baixo nível (tipicamente um código fonte); 

Levando-se em conta as três afirmações I, II e III acima, identifique a única alternativa válida:","['a) apenas a I está correta;', 'b) apenas a II está correta.', 'c) apenas a II e a III estão corretas;', 'd) apenas a I e a III estão corretas;', 'e) as afirmações I, II e III estão corretas;']",Tecnologia de Computação,Engenharia de Software,Técnicas de Planejamento e Gerenciamento de Software,E,tecnologia de computacao - engenharia de software - tecnicas de planejamento e gerenciamento de software,False
2004-50,2004,50,"As seguintes afirmações dizem respeito ao uso de Padrões de Projeto (Design Patterns), mais especificamente os padrões GoF (apresentados e descritos no livro clássico de E. Gamma, R. Helm, R. Johnson e J. Vlissides).

I. Padrões de Projeto são descrições de grupos de classes (e objetos) que colaboram para resolver um problema geral e recorrente num contexto determinado; \
II. Os padrões GoF são em número de 45 (quarenta e cinco) e dividem-se tipicamente em padrões estruturais (ou de estrutura), comportamentais (ou de comportamento), de criação, de delegação e de combinação. \
III. Padrões de criação permitem maior flexibilidade na criação de objetos ou de coleções de objetos. O padrão *Singleton*, por exemplo, assegura que uma classe tem exatamente uma única instância; 

Levando-se em conta as três afirmações I, II e III acima, identifique a única alternativa válida:","['a) apenas a I e a II estão corretas;', 'b) apenas a II e a III estão corretas;', 'c) apenas a I e a III estão corretas;', 'd) todas as afirmações estão corretas;', 'e) nenhuma das afirmações está correta;']",Tecnologia de Computação,Engenharia de Software,Padrões de Desenvolvimento,C,tecnologia de computacao - engenharia de software - padroes de desenvolvimento,False
2004-51,2004,51,"A situação atual do desenvolvimento de software encontra-se aquém do ideal. Sistemas são invariavelmente entregues com atraso ou com o orçamento estourado, isto quando são efetivamente entregues... E o que é pior, frequentemente eles não atendem os requisitos dos clientes. Existem várias alternativas de tentar enfrentar este desafio, entre as quais a adoção de métodos formais, a sistematização do desenvolvimento usando processos tais como o Unified Process e a integração de novas tecnologias. Uma outra abordagem que recentemente vem ganhando adeptos é o Desenvolvimento Ágil de software. As seguintes afirmações dizem respeito a ele.

I. Suas idéias principais estão divulgadas em um Manifesto para o
Desenvolvimento Ágil de Software escrito pela Aliança Ágil (Agile Alliance), que reúne autores famosos como Martin Fowler, Alistair Cockburn, Scott Ambler, Ward Cunningham e Kent Beck; \
II. Desnvolvimento Ágil basicamente concentra-se em melhorias na comunicação (interna à equipe e com os clientes), na entrega incremental de várias versões funcionais do software continuamente até o fim do projeto e na maleabilidade e dinamicidade do desenvolvimento, facilitando as respostas às mudanças que aparecem durante este desenvolvimento. \
III. A técnica mais conhecida de Desenvolvimento Ágil é a Programação eXtrema (Extreme Programming - XP) que entre suas práticas possui programação em pares (*pair programming*), entregas pequenas (*small releases*) e frequentes, a propriedade coletiva do código (*collective ownership*), abolindo as práticas de teste e os padrões de codificação; 

Levando-se em conta as três afirmações I, II III acima, identifique a única alternativa válida:","['a) apenas a I e a II estão corretas;', 'b) apenas a II e a III estão corretas;', 'c) apenas a I e a III estão corretas;', 'd) todas as afirmações estão corretas;', 'e) nenhuma das afirmações está correta;']",Tecnologia de Computação,Engenharia de Software,Processo de Desenvolvimento de Software,A,tecnologia de computacao - engenharia de software - processo de desenvolvimento de software,False
2004-52,2004,52,"Considere as funções booleanas abaixo:

I. $p \land q$ (conjunção) \
II. $p \leftrightarrow q$ (equivalência) \
III. $p \rightarrow q$ (implicação) 

Quais destas funções podem ser implementadas por um perceptron elementar?","['a) Somente I;', 'b) Somente I e II;', 'c) Somente I e III;', 'd) Somente II e III;', 'e) I, II e III.']",Tecnologia de Computação,Inteligência Artificial,"Árvores de Decisão, Redes Neurais e Algoritmos Genéticos",C,"tecnologia de computacao - inteligencia artificial - arvores de decisao, redes neurais e algoritmos geneticos",False
2004-53,2004,53,"Considere um algoritmo genético que opera sobre três indivíduos A, B, C, descritos respectivamente pelos vetores binários A = [11011000], B = [00010000], C = [11001101], gerando dois novos indivíduos D = [11011001] e E = [11011000]. \
Os novos indivíduos foram gerados através de:","['a) *Crossover* pelo ponto central dos indivíduos A e C;', 'b) *Crossover* pelo ponto central dos indivíduos A e B;', 'c) *Crossover* pelo ponto central dos indivíduos A e B seguido de mutação de um bit em cada novo indivíduo (D e E);', 'd) *Crossover* pelo ponto central dos indivíduos A e C seguido de mutação de um bit em cada novo indivíduo (D e E);', 'e) *Crossover* pelo ponto central dos indivíduos B e C seguido de mutação de um bit em cada novo indivíduo (D e E).']",Tecnologia de Computação,Inteligência Artificial,"Árvores de Decisão, Redes Neurais e Algoritmos Genéticos",D,"tecnologia de computacao - inteligencia artificial - arvores de decisao, redes neurais e algoritmos geneticos",True
2004-54,2004,54,"Considere as afirmações sobre características desejáveis do domínio e da tarefa, para o uso de sistemas especialistas.

I. O domínio é caracterizado por ser intensivo em conhecimento. \
II. A tarefa requer conhecimento de um grande número de áreas. \
III. Abordagens tradicionais (algorítmicas) para a tarefa não são satisfatórias. 

São corretas:","['a) Apenas II', 'b) Apenas I e II', 'c) Apenas I e III', 'd) Apenas II e III', 'e) I, II e III']",Tecnologia de Computação,Inteligência Artificial,Sistemas Especialistas,C,tecnologia de computacao - inteligencia artificial - sistemas especialistas,False
2004-55,2004,55,"Considere as afirmações sobre resolução de problemas em IA.

I. Busca pela melhor escolha é um tipo de busca heurística. \
II. Satisfação de restrições é uma das formas de solução de problemas em IA. \
III. O procedimento Alfa-Beta pode permitir a poda de boa parte de uma árvore de busca em um jogo de dois jogadores. 

São corretas:","['a) Apenas II', 'b) Apenas I e II', 'c) Apenas I e III', 'd) Apenas II e III', 'e) I, II e III']",Tecnologia de Computação,Inteligência Artificial,Resolução de Problemas como Busca,A,tecnologia de computacao - inteligencia artificial - resolucao de problemas como busca,False
2004-56,2004,56,"Considerando as declarações abaixo, é incorreto afirmar:","['a) Filtros passa-altas são utilizados para detecção de bordas em imagens', 'b) A transformada discreta de Fourier nos permite obter uma representação de uma imagem no domínio frequência', 'c) Filtragem no domínio espacial é realizada por meio de uma operação chamada “convolução”', 'd) Os filtros Gaussiano e Laplaciano são exemplos de filtro passa-baixas', 'e) O filtro da mediana pode ser utilizado para redução de ruído em uma imagem']",Tecnologia de Computação,Processamento de Imagens,Análise de Imagens e Noções de Visão Computacional,D,tecnologia de computacao - processamento de imagens - analise de imagens e nocoes de visao computacional,False
2004-58,2004,58,Identifique a declaração incorreta:,"['a) As operações de ajuste de brilho e contraste são operações lineares', 'b) A equalização de histograma é uma transformação não-linear e específica para cada imagem', 'c) A transformação necessária para calcular o negativo de uma imagem pode ser aplicada simultaneamente (i.e., em paralelo) a todos pixels da imagem original', 'd) A equalização de histograma pode ser obtida a partir de um histograma cumulativo da imagem original', 'e) O objetivo da equalização de histograma é reduzir o constrastre nas regiões da imagem que correspondem à porção do histograma com maior concentração de pixels']",Tecnologia de Computação,Processamento de Imagens,Realce,E,tecnologia de computacao - processamento de imagens - realce,False
2004-59,2004,59,"Considerando o pipeline de visualização 3D e o equacionamento da câmera sintética,
indique qual das afirmações abaixo está correta:","['a) A transformação de câmera pode ser representada como uma sequência de transformações geométricas aplicadas ao conjunto de vértices que definem os objetos geométricos de uma cena', 'b) A transformação de câmera corresponde à última etapa do pipeline de visualização 3D', 'c) As coordenadas dos objetos da cena, após a transformação de câmera, são relativas ao ponto indicado como posição do observador', 'd) Considerando w como sendo o vetor da base que determina a direção do eixo z da câmera, pode-se afirmar que w é sempre obtido a partir da posição da câmera e da origem do SRU', 'e) A transformação de câmera é a operação responsável pelo mapeamento de objetos 3D no espaço 2D']",Tecnologia de Computação,Computação Gráfica,Câmera Virtual,A,tecnologia de computacao - computacao grafica - camera virtual,False
